scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
primary,11,Coussin ottoman,tissu,textile_leather,valid_but_upstream_not_switchable,"T4=MISSING > T3=Zhejiang Yuxin Textile Co.,Ltd. > T2=DuPont de Nemours > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group","T4=MISSING/UNMAPPED > T3=Zhejiang Yuxin Textile Co.,Ltd. > T2=DuPont de Nemours > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group",T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary]",DuPont de Nemours [baseline_primary],ETS Gattefin [baseline_primary],0,7,3,4,T3 alternates=6; T2 alternates=2; T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,12,Manchette acc. Mobile,FRMC55:EU28 polyuréthane flexible traité UL,aluminium,complete_direct,"T4=BASF > T3=Zhejiang Yuxin Textile Co.,Ltd. > T2=MGR Foamtex Ltd > T1=ACH > OEM=Safran Seats / Safran internal group","T4=BASF > T3=Zhejiang Yuxin Textile Co.,Ltd. > T2=MGR Foamtex Ltd > T1=ACH > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,BASF [baseline_primary],"Zhejiang Yuxin Textile Co.,Ltd. [baseline_primary_inferred_after_review]",MGR Foamtex Ltd [baseline_primary],ACH [baseline_primary],6,6,4,2,T4 alternates=5; T3 alternates=5; T2 alternates=3; T1 alternates=1; validate qualification/capacity/share before stress-test activation
primary,13,Accoudoir allée,30NCD6 (nickel-chrome- molibdene),steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,SUMPAR [baseline_primary],5,4,0,3,T4 alternates=4; T3 alternates=3; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,14,Ens. Palette optimisée,35NC6 (nickel-chrome),steel,requires_certificate_or_routing,T4=MISSING > T3=Euralliage Ile de France > T2=MISSING > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=Euralliage Ile de France > T2=MISSING/UNMAPPED > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T3;T1;OEM,T3;T1;OEM,T4;T2,,requires_material_certificate;accepted_internalized_process,2,,Euralliage Ile de France [baseline_primary],,SUMPAR [baseline_primary],0,1,0,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,15,Ens. Equipements latéraux,acier,steel,complete_direct,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=SCHROTH Safety Products > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
primary,16,Stowage assemblé avec porte,35NC6 (nickel-chrome),steel,requires_certificate_or_routing,T4=MISSING > T3=MISSING > T2=MISSING > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=MISSING/UNMAPPED > T2=MISSING/UNMAPPED > T1=ETS Gattefin > OEM=Safran Seats / Safran internal group,T1;OEM,T1;OEM,T4;T3;T2,,requires_material_certificate;requires_material_certificate;accepted_internalized_process,3,,,,ETS Gattefin [baseline_primary],0,0,0,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,17,Accoudoir allée,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,18,Ens. Stowage latéral,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,19,Ens. Palette optimisée,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,20,Ens. Tablette cocktail,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,21,Ens. Tablette repas,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,22,Ens. Têtière,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,23,Stowage assemblé avec porte,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,24,Support écran,A2017 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,25,Accoudoir allée,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,26,Ens. Tablette cocktail,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,27,Ens. Tablette repas,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,28,Ens. Têtière,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=Combigo > T1=SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
primary,29,Accoudoir allée,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,30,Bumper version porte,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,31,Ens. Stowage latéral,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=Toray Industries > T2=Lelièvre Paris > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=MISSING/UNMAPPED > T2=Lelièvre Paris > T1=ESPACE > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T2;T1;OEM,T4,T3,accepted_upstream_family_unknown;accepted_present_but_unpositioned,2,,Toray Industries [baseline_primary],Lelièvre Paris [baseline_primary],ESPACE [baseline_primary],0,2,1,3,T3 alternates=1; T1 alternates=2; validate qualification/capacity/share before stress-test activation
primary,33,Ens. Structure fauteuil,4140 (acier),steel,valid_with_internalized_process_bridge,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Saarstahl > T3=Aubert & Duval > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],4,4,0,4,T4 alternates=3; T3 alternates=3; T1 alternates=3; validate qualification/capacity/share before stress-test activation
primary,34,Habillage sous fauteuil,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,35,Manchette acc. Mobile,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,36,Manchette équipée,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,37,Renfort tubulaire,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,38,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,39,Structure ottoman horizontale,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,40,Support écran,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,41,Support équipé,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,42,Support manchette équipée,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
primary,43,Support NFC,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4=Alcoa > T3=AMAG Austria Metall > T2=MISSING/UNMAPPED > T1=ESPACE > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
