site_uid,supplier,roles,country_code,world_region,weather_profile,month_index,allocated_mass_kg,env_event_types,transport_event_types,source_driver_types,source_environmental_event_ids,source_transport_flow_uids,capacity_applied,lead_time_multiplier,scrap_multiplier,inbound_delay_multiplier,outbound_delay_multiplier,inbound_maritime_risk,outbound_maritime_risk,disruption_index,service_proxy_pct,operational_event_labels,source_link_count
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,44,0.01,heatwave,none,env:heatwave,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:044:heatwave",6710a156a67f4acb,0.9465,1.0267,1.0802,1.0,1.0246,0.0,0.0336,0.4455,85.34,capacite_meteo_degradee|overtime_energetique|recalage_qualite,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,45,0.01,heatwave|storm,none,env:heatwave|env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:045:heatwave|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:045:storm",6710a156a67f4acb,0.9663,1.064,1.0279,1.0,1.0204,0.0,0.0279,0.1683,88.35,maintenance_corrective_meteo|overtime_energetique|recalage_qualite|retard_approvisionnement,3
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,46,0.01,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,47,0.01,cold,none,env:cold,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:047:cold",6710a156a67f4acb,0.9964,1.0093,1.0006,1.0,1.0093,0.0,0.0312,0.0312,98.66,froid_transport_ou_site|overtime_energetique,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,48,0.01,cold|storm,maritime_storm,env:cold|env:storm|outbound:maritime_storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:048:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:048:storm",6710a156a67f4acb,0.9371,1.1404,1.0018,1.0,1.1404,0.0,0.4199,0.4199,82.03,capacite_meteo_degradee|congestion_logistique_outbound|froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique|retard_approvisionnement,3
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,49,0.01,cold|storm,maritime_cold|maritime_storm,env:cold|env:storm|outbound:maritime_cold|outbound:maritime_storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:049:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:049:storm",6710a156a67f4acb,0.9235,1.1712,1.0052,1.0,1.1712,0.0,0.5059,0.5059,78.44,capacite_meteo_degradee|congestion_logistique_outbound|froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique|retard_approvisionnement,3
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,50,0.01,cold|storm,maritime_storm,env:cold|env:storm|outbound:maritime_storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:050:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:050:storm",6710a156a67f4acb,0.9758,1.0533,1.0045,1.0,1.0533,0.0,0.1706,0.1706,92.23,congestion_logistique_outbound|froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique|retard_approvisionnement,3
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,51,0.01,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,52,0.01,storm,none,env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:052:storm",,0.976,1.0456,1.0048,1.0,1.0,0.0,0.0,0.1201,92.9,maintenance_corrective_meteo,1
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,53,0.01,heatwave,none,env:heatwave,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:053:heatwave",,0.9927,1.0036,1.0109,1.0,1.0,0.0,0.0,0.0606,97.85,overtime_energetique,1
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,54,0.01,heatwave,none,env:heatwave,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:054:heatwave",6710a156a67f4acb,0.9647,1.0177,1.053,1.0,1.0038,0.0,0.0052,0.2942,90.02,overtime_energetique|recalage_qualite,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,55,0.01,heatwave,none,env:heatwave,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:055:heatwave",6710a156a67f4acb,0.9458,1.0271,1.0813,1.0,1.0153,0.0,0.0209,0.4519,85.16,capacite_meteo_degradee|overtime_energetique|recalage_qualite,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,56,0.01,heatwave,maritime_storm,env:heatwave|outbound:maritime_storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:056:heatwave",6710a156a67f4acb,0.9438,1.0866,1.0844,1.0,1.0866,0.0,0.2402,0.4687,80.1,capacite_meteo_degradee|congestion_logistique_outbound|overtime_energetique|recalage_qualite|retard_approvisionnement,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,57,0.01,heatwave,maritime_storm,env:heatwave|outbound:maritime_storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:057:heatwave",6710a156a67f4acb,0.9269,1.1601,1.055,1.0,1.1601,0.0,0.5032,0.5032,75.73,capacite_meteo_degradee|congestion_logistique_outbound|overtime_energetique|recalage_qualite|retard_approvisionnement,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,58,0.01,none,maritime_storm,outbound:maritime_storm,,6710a156a67f4acb,0.9518,1.1043,1.0,1.0,1.1043,0.0,0.3594,0.3594,86.19,capacite_meteo_degradee|congestion_logistique_outbound|retard_approvisionnement,1
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,59,0.01,cold|storm,none,env:cold|env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:059:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:059:storm",6710a156a67f4acb,0.9397,1.1146,1.0121,1.0,1.0132,0.0,0.0442,0.3015,83.3,capacite_meteo_degradee|froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique|retard_approvisionnement,3
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,60,0.01,cold|storm,none,env:cold|env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:060:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:060:storm",6710a156a67f4acb,0.9961,1.0075,1.0013,1.0,1.0068,0.0,0.0229,0.0428,98.74,froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique,3
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,61,0.01,cold|storm,none,env:cold|env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:061:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:061:storm",,0.9738,1.0497,1.0052,1.0,1.0,0.0,0.0,0.1309,92.29,froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,62,0.01,cold|storm,none,env:cold|env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:062:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:062:storm",,0.9666,1.0634,1.0067,1.0,1.0,0.0,0.0,0.1669,90.29,froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique|retard_approvisionnement,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,63,0.01,cold|storm,none,env:cold|env:storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:063:cold|halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:063:storm",,0.9764,1.0449,1.0047,1.0,1.0,0.0,0.0,0.1181,93.01,froid_transport_ou_site|maintenance_corrective_meteo|overtime_energetique,2
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,64,0.01,none,none,none,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,nominal,0
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Halcyon Hevecam,T4,,Sub-Saharan Africa,temperate_mixed,65,0.01,heatwave,maritime_storm,env:heatwave|outbound:maritime_storm,"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102:065:heatwave",6710a156a67f4acb,0.9483,1.1114,1.0278,1.0,1.1114,0.0,0.3965,0.3965,83.02,capacite_meteo_degradee|congestion_logistique_outbound|overtime_energetique|recalage_qualite|retard_approvisionnement,2
