path_id,record_index,role,node_uid,site_uid,supplier_id,site_id,name,location,country_code,lat,lon,supplier_status,is_primary,allocation_share_pct,component_mass_kg,path_mass_kg,source_confidence,site_quality
R004-P001,4,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.392,0.392,high,source_backed_or_medium_high
R005-P001,5,T4,"T4:aurubis_-_copper_source_assumption__tier4_raw_material@@aurubis_-_copper_source_assumption__tier4_raw_material@50.7584717,6.234312","aurubis_-_copper_source_assumption__tier4_raw_material@@aurubis_-_copper_source_assumption__tier4_raw_material@50.7584717,6.234312",aurubis_-_copper_source_assumption__tier4_raw_material,"aurubis_-_copper_source_assumption__tier4_raw_material@50.7584717,6.234312",Aurubis - copper source assumption,Germany,DE,50.7584717,6.234312,baseline_primary_assumed_material_source,True,100.0,0.006,0.006,,unknown_or_legacy
R005-P001,5,T3,"T3:aurubis@@aurubis@50.7585,6.2343","aurubis@@aurubis@50.7585,6.2343",aurubis,"aurubis@50.7585,6.2343",Aurubis,Germany,DE,50.7584717,6.234312,baseline_primary,True,100.0,0.006,0.006,,unknown_or_legacy
R005-P001,5,T2,"T2:sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766","sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",sumpar_-_internal_machining/forming_process__tier2_second_transformation,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",SUMPAR - internal machining/forming process,France,FR,49.3892868,1.2085766,baseline_primary_assumed_internalized_process,True,100.0,0.006,0.006,high,source_backed_or_medium_high
R005-P001,5,T1,"T1:sumpar@@sumpar@49.3893,1.2086","sumpar@@sumpar@49.3893,1.2086",sumpar,"sumpar@49.3893,1.2086",SUMPAR,France,FR,49.3892868,1.2085766,baseline_primary,True,100.0,0.006,0.006,high,source_backed_or_medium_high
R005-P001,5,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.006,0.006,high,source_backed_or_medium_high
R006-P001,6,T4,"T4:gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@@gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341","gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@@gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341",gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material,"gruppo_mastrotto_-_hide/raw_leather_source_assumption__tier4_raw_material@45.556,11.341",Gruppo Mastrotto - hide/raw leather source assumption,Italy,IT,45.556,11.341,baseline_primary_assumed_material_source,True,100.0,0.112,0.112,,unknown_or_legacy
R006-P001,6,T3,"T3:gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341","gruppo_mastrotto@@gruppo_mastrotto@45.556,11.341",gruppo_mastrotto,"gruppo_mastrotto@45.556,11.341",Gruppo Mastrotto,Italy,IT,45.556,11.341,baseline_primary_inferred_after_review,True,100.0,0.112,0.112,,unknown_or_legacy
R006-P001,6,T2,"T2:maison_fichet@@maison_fichet@48.8706,2.3634","maison_fichet@@maison_fichet@48.8706,2.3634",maison_fichet,"maison_fichet@48.8706,2.3634",Maison Fichet,France,FR,48.8706283,2.3633735,baseline_primary,True,100.0,0.112,0.112,,unknown_or_legacy
R006-P001,6,T1,"T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",mga_villeneuve_st_lot,"mga_villeneuve_st_lot@44.3975,0.7317",MGA Villeneuve St Lot,France,FR,44.3974711,0.7316929,baseline_primary,True,100.0,0.112,0.112,,unknown_or_legacy
R006-P001,6,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.112,0.112,high,source_backed_or_medium_high
R007-P001,7,T4,"T4:cots_electronics_component_market_basket__tier4_raw_material@@cots_electronics_component_market_basket__tier4_raw_material@45.455,-73.735","cots_electronics_component_market_basket__tier4_raw_material@@cots_electronics_component_market_basket__tier4_raw_material@45.455,-73.735",cots_electronics_component_market_basket__tier4_raw_material,"cots_electronics_component_market_basket__tier4_raw_material@45.455,-73.735",COTS electronics component market basket,Canada,CA,45.455,-73.735,baseline_primary_assumed_non_switchable_cots,True,100.0,0.8,0.8,high,source_backed_or_medium_high
R007-P001,7,T3,"T3:cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735","cots_electronics_pcb/subassembly_package__tier3_first_transformation@@cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735",cots_electronics_pcb/subassembly_package__tier3_first_transformation,"cots_electronics_pcb/subassembly_package__tier3_first_transformation@45.455,-73.735",COTS electronics PCB/subassembly package,Canada,CA,45.455,-73.735,baseline_primary_assumed_non_switchable_cots,True,100.0,0.8,0.8,high,source_backed_or_medium_high
R007-P001,7,T2,"T2:e2ip_technologies@@e2ip_technologies@45.455,-73.735","e2ip_technologies@@e2ip_technologies@45.455,-73.735",e2ip_technologies,"e2ip_technologies@45.455,-73.735",e2ip technologies,Canada,CA,45.455,-73.735,baseline_primary_inferred_after_review,True,100.0,0.8,0.8,high,source_backed_or_medium_high
R007-P001,7,T1,"T1:thales@@thales@43.5639,1.3821","thales@@thales@43.5639,1.3821",thales,"thales@43.5639,1.3821",Thales,France,FR,43.5638842,1.3821146,baseline_primary_inferred_after_review,True,100.0,0.8,0.8,,unknown_or_legacy
R007-P001,7,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.8,0.8,high,source_backed_or_medium_high
R008-P001,8,T4,"T4:klabin_s_a@@klabin_s_a@-29.7858,-51.1144","klabin_s_a@@klabin_s_a@-29.7858,-51.1144",klabin_s_a,"klabin_s_a@-29.7858,-51.1144",Klabin S.A.,Brazil,BR,-29.7858184,-51.1144326,baseline_primary,True,100.0,0.95,0.95,,unknown_or_legacy
R008-P001,8,T3,"T3:kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793","kronotex_gmbh_co@@kronotex_gmbh_co@53.1472,12.3793",kronotex_gmbh_co,"kronotex_gmbh_co@53.1472,12.3793",Kronotex GmbH & Co,Germany,DE,53.1471628,12.3793247,baseline_primary,True,100.0,0.95,0.95,,unknown_or_legacy
R008-P001,8,T2,"T2:glatfelter@@glatfelter@39.8712,-76.864","glatfelter@@glatfelter@39.8712,-76.864",glatfelter,"glatfelter@39.8712,-76.864",Glatfelter,United States,US,39.871164,-76.8640254,baseline_primary_inferred_after_review,True,100.0,0.95,0.95,,unknown_or_legacy
R008-P001,8,T1,"T1:celso_sas@@celso_sas@43.9363,1.3228","celso_sas@@celso_sas@43.9363,1.3228",celso_sas,"celso_sas@43.9363,1.3228",Celso SAS,France,FR,43.9363,1.3228,baseline_primary,True,100.0,0.95,0.95,high,source_backed_or_medium_high
R008-P001,8,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.95,0.95,high,source_backed_or_medium_high
R009-P001,9,T4,"T4:shin-etsu_silicones__tier4_raw_material@@shin-etsu_silicones__tier4_raw_material@36.2983921,138.8497966","shin-etsu_silicones__tier4_raw_material@@shin-etsu_silicones__tier4_raw_material@36.2983921,138.8497966",shin-etsu_silicones__tier4_raw_material,"shin-etsu_silicones__tier4_raw_material@36.2983921,138.8497966",Shin-Etsu Silicones,"Annaka / Gunma, Japan",JP,36.2983921,138.8497966,baseline_primary_assumed_material_source,True,100.0,0.0007,0.0007,medium_high,source_backed_or_medium_high
R009-P001,9,T3,"T3:saint_gobain@@saint_gobain@49.5967,3.3759","saint_gobain@@saint_gobain@49.5967,3.3759",saint_gobain,"saint_gobain@49.5967,3.3759",Saint-Gobain,France,FR,49.5967,3.3759,baseline_primary,True,100.0,0.0007,0.0007,,unknown_or_legacy
R009-P001,9,T2,"T2:silicone_engineering@@silicone_engineering@53.7486,-2.4875","silicone_engineering@@silicone_engineering@53.7486,-2.4875",silicone_engineering,"silicone_engineering@53.7486,-2.4875",Silicone Engineering,"Blackburn, United Kingdom",GB,53.7559111,-2.4483932,baseline_primary_inferred_after_review,True,100.0,0.0007,0.0007,medium_high,source_backed_or_medium_high
R009-P001,9,T1,"T1:mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317","mga_villeneuve_st_lot@@mga_villeneuve_st_lot@44.3975,0.7317",mga_villeneuve_st_lot,"mga_villeneuve_st_lot@44.3975,0.7317",MGA Villeneuve St Lot,France,FR,44.3974711,0.7316929,baseline_primary_inferred_after_review,True,100.0,0.0007,0.0007,,unknown_or_legacy
R009-P001,9,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.0007,0.0007,high,source_backed_or_medium_high
R010-P001,10,T4,"T4:thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146","thales_cots_electronics_component_market_basket_tier4_raw_material@@thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146",thales_cots_electronics_component_market_basket_tier4_raw_material,"thales_cots_electronics_component_market_basket_tier4_raw_material@43.5638842,1.3821146",Thales - COTS electronics component market basket,France,FR,43.5638842,1.3821146,baseline_primary_non_switchable_cots_placeholder,True,100.0,1.5,1.5,medium,unknown_or_legacy
R010-P001,10,T3,"T3:thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146","thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@@thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation,"thales_cots_electronics_subassembly_pcb_package_tier3_first_transformation@43.5638842,1.3821146",Thales - COTS electronics subassembly/PCB package,France,FR,43.5638842,1.3821146,baseline_primary_non_switchable_cots_placeholder,True,100.0,1.5,1.5,medium,unknown_or_legacy
R010-P001,10,T2,"T2:3m@@3m@41.9519,-88.7122","3m@@3m@41.9519,-88.7122",3m,"3m@41.9519,-88.7122",3M,United States,US,41.9519215,-88.7122029,baseline_primary_inferred_after_review,True,100.0,1.5,1.5,,unknown_or_legacy
R010-P001,10,T1,"T1:thales@@thales@43.5639,1.3821","thales@@thales@43.5639,1.3821",thales,"thales@43.5639,1.3821",Thales,France,FR,43.5638842,1.3821146,baseline_primary_inferred_after_review,True,100.0,1.5,1.5,,unknown_or_legacy
R010-P001,10,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,1.5,1.5,high,source_backed_or_medium_high
R011-P001,11,T4,"T4:dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412","dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@@dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material,"dupont_de_nemours_-_fiber/polymer_source_assumption__tier4_raw_material@37.4520437,-77.4335412",DuPont de Nemours - fiber/polymer source assumption,"Richmond, United States",US,37.4520437,-77.4335412,baseline_primary_assumed_material_source,True,100.0,0.339,0.339,medium_high,source_backed_or_medium_high
R011-P001,11,T3,"T3:zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",zhejiang_yuxin_textile_co_ltd,"zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","Zhejiang Yuxin Textile Co.,Ltd.",China,CN,30.5278,120.4306,baseline_primary,True,100.0,0.339,0.339,,unknown_or_legacy
R011-P001,11,T2,"T2:dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398","dupont_de_nemours@@dupont_de_nemours@39.7391,-75.5398",dupont_de_nemours,"dupont_de_nemours@39.7391,-75.5398",DuPont de Nemours,"Richmond, United States",US,37.4520437,-77.4335412,baseline_primary,True,100.0,0.339,0.339,medium_high,source_backed_or_medium_high
R011-P001,11,T1,"T1:ets_gattefin@@ets_gattefin@47.1426,2.2372","ets_gattefin@@ets_gattefin@47.1426,2.2372",ets_gattefin,"ets_gattefin@47.1426,2.2372",ETS Gattefin,France,FR,47.1426393,2.2372016,baseline_primary,True,100.0,0.339,0.339,high,source_backed_or_medium_high
R011-P001,11,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.339,0.339,high,source_backed_or_medium_high
R012-P001,12,T4,"T4:basf@@basf@49.481,8.435","basf@@basf@49.481,8.435",basf,"basf@49.481,8.435",BASF,Germany,DE,49.481,8.435,baseline_primary,True,100.0,0.039,0.039,medium_high,source_backed_or_medium_high
R012-P001,12,T3,"T3:zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","zhejiang_yuxin_textile_co_ltd@@zhejiang_yuxin_textile_co_ltd@30.5278,120.4306",zhejiang_yuxin_textile_co_ltd,"zhejiang_yuxin_textile_co_ltd@30.5278,120.4306","Zhejiang Yuxin Textile Co.,Ltd.",China,CN,30.5278,120.4306,baseline_primary_inferred_after_review,True,100.0,0.039,0.039,,unknown_or_legacy
R012-P001,12,T2,"T2:mgr_foamtex_ltd@@mgr_foamtex_ltd@51.7396,-0.9665","mgr_foamtex_ltd@@mgr_foamtex_ltd@51.7396,-0.9665",mgr_foamtex_ltd,"mgr_foamtex_ltd@51.7396,-0.9665",MGR Foamtex Ltd,United Kingdom,GB,51.739561,-0.966526,baseline_primary,True,100.0,0.039,0.039,high,source_backed_or_medium_high
R012-P001,12,T1,"T1:ach@@ach@46.5802,0.3404","ach@@ach@46.5802,0.3404",ach,"ach@46.5802,0.3404",ACH,France,FR,46.5802,0.3404,baseline_primary,True,100.0,0.039,0.039,high,source_backed_or_medium_high
R012-P001,12,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.039,0.039,high,source_backed_or_medium_high
R013-P001,13,T4,"T4:saarstahl@@saarstahl@49.3594,7.1715","saarstahl@@saarstahl@49.3594,7.1715",saarstahl,"saarstahl@49.3594,7.1715",Saarstahl,Germany,DE,49.3593951,7.1714727,baseline_primary,True,100.0,0.027,0.027,,unknown_or_legacy
R013-P001,13,T3,"T3:aubert_duval@@aubert_duval@45.7772,3.087","aubert_duval@@aubert_duval@45.7772,3.087",aubert_duval,"aubert_duval@45.7772,3.087",Aubert & Duval,"Les Ancizes-Comps, France",FR,45.9235016,2.8415731,baseline_primary,True,100.0,0.027,0.027,medium_high,source_backed_or_medium_high
R013-P001,13,T2,"T2:sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766","sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",sumpar_-_internal_machining/forming_process__tier2_second_transformation,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",SUMPAR - internal machining/forming process,France,FR,49.3892868,1.2085766,baseline_primary_assumed_internalized_process,True,100.0,0.027,0.027,high,source_backed_or_medium_high
R013-P001,13,T1,"T1:sumpar@@sumpar@49.3893,1.2086","sumpar@@sumpar@49.3893,1.2086",sumpar,"sumpar@49.3893,1.2086",SUMPAR,France,FR,49.3892868,1.2085766,baseline_primary,True,100.0,0.027,0.027,high,source_backed_or_medium_high
R013-P001,13,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.027,0.027,high,source_backed_or_medium_high
R014-P001,14,T4,"T4:saarstahl__tier4_raw_material@@saarstahl__tier4_raw_material@49.3593951,7.1714727","saarstahl__tier4_raw_material@@saarstahl__tier4_raw_material@49.3593951,7.1714727",saarstahl__tier4_raw_material,"saarstahl__tier4_raw_material@49.3593951,7.1714727",Saarstahl,Germany,DE,49.3593951,7.1714727,baseline_primary_assumed_material_certificate,True,100.0,0.660743,0.660743,,unknown_or_legacy
R014-P001,14,T3,"T3:euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449","euralliage_ile_de_france@@euralliage_ile_de_france@48.986,2.449",euralliage_ile_de_france,"euralliage_ile_de_france@48.986,2.449",Euralliage Ile de France,France,FR,48.986,2.449,baseline_primary,True,100.0,0.660743,0.660743,high,source_backed_or_medium_high
R014-P001,14,T2,"T2:sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766","sumpar_-_internal_machining/forming_process__tier2_second_transformation@@sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",sumpar_-_internal_machining/forming_process__tier2_second_transformation,"sumpar_-_internal_machining/forming_process__tier2_second_transformation@49.3892868,1.2085766",SUMPAR - internal machining/forming process,France,FR,49.3892868,1.2085766,baseline_primary_assumed_internalized_process,True,100.0,0.660743,0.660743,high,source_backed_or_medium_high
R014-P001,14,T1,"T1:sumpar@@sumpar@49.3893,1.2086","sumpar@@sumpar@49.3893,1.2086",sumpar,"sumpar@49.3893,1.2086",SUMPAR,France,FR,49.3892868,1.2085766,baseline_primary,True,100.0,0.660743,0.660743,high,source_backed_or_medium_high
R014-P001,14,OEM,"OEM:safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495","safran_seats_safran_internal_group@@safran_seats_safran_internal_group@48.8125,1.9495",safran_seats_safran_internal_group,"safran_seats_safran_internal_group@48.8125,1.9495",Safran Seats / Safran internal group,France,FR,48.8125,1.9495,baseline_primary,True,100.0,0.660743,0.660743,high,source_backed_or_medium_high
