site_uid,world_region,weather_profile,roles,supplier,country_code,lat,lon,month_index,climate_progress,warming_delta_c,hazard_intensification_factor,heatwave_factor,drought_factor,storm_factor,hurricane_factor,cold_factor,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,hurricane,cold_stress,event_label
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,40,0.16318,0.359,1.0559,1.0932,1.0684,1.0435,1.0559,0.9814,33.1,81.23,94.72,4.08,36.0,0.1502,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,41,0.167364,0.3682,1.0576,1.096,1.0704,1.0448,1.0576,0.9808,36.01,76.54,67.43,4.61,38.53,0.549,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,42,0.171548,0.3774,1.0593,1.0988,1.0724,1.0461,1.0593,0.9802,37.42,72.58,60.34,5.06,39.63,0.7445,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,43,0.175732,0.3866,1.0609,1.1015,1.0745,1.0474,1.0609,0.9797,37.16,70.53,57.72,5.39,39.2,0.7107,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,44,0.179916,0.3958,1.0626,1.1043,1.0765,1.0487,1.0626,0.9791,35.56,70.94,60.28,5.57,37.63,0.491,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,45,0.1841,0.405,1.0643,1.1071,1.0786,1.05,1.0643,0.9786,33.23,73.58,116.84,10.44,35.52,0.1706,0.0,0.1911,0.0,0.0,heatwave|storm
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,46,0.188285,0.4142,1.066,1.1099,1.0806,1.0513,1.066,0.978,30.86,77.51,91.45,6.85,33.46,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,47,0.192469,0.4234,1.0676,1.1127,1.0827,1.0526,1.0676,0.9775,28.64,74.15,78.59,5.35,30.97,0.0,0.0,0.0,0.0,0.0181,cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,48,0.196653,0.4326,1.0693,1.1156,1.0847,1.0539,1.0693,0.9769,26.79,71.35,97.37,5.41,28.89,0.0,0.0,0.0208,0.0,0.0575,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,49,0.200837,0.4418,1.071,1.1184,1.0868,1.0553,1.071,0.9763,26.08,69.61,110.71,5.14,28.05,0.0,0.0,0.1381,0.0,0.0771,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,50,0.205021,0.451,1.0727,1.1212,1.0889,1.0566,1.0727,0.9758,27.47,69.27,107.76,3.84,29.41,0.0,0.0,0.1124,0.0,0.0195,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,51,0.209205,0.4603,1.0745,1.1241,1.091,1.0579,1.0745,0.9752,28.89,70.37,79.62,4.17,30.92,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,52,0.213389,0.4695,1.0762,1.1269,1.0931,1.0592,1.0762,0.9746,30.53,72.71,109.07,9.99,32.74,0.0,0.0,0.1242,0.0,0.0,storm
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,53,0.217573,0.4787,1.0779,1.1298,1.0952,1.0606,1.0779,0.974,32.48,68.59,35.59,5.45,34.36,0.0674,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,54,0.221757,0.4879,1.0796,1.1327,1.0973,1.0619,1.0796,0.9735,34.35,66.66,42.94,5.43,36.08,0.3322,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,55,0.225941,0.4971,1.0813,1.1356,1.0994,1.0633,1.0813,0.9729,35.61,67.72,57.27,5.58,37.43,0.5122,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,56,0.230126,0.5063,1.0831,1.1385,1.1015,1.0646,1.0831,0.9723,35.74,71.77,59.89,5.57,37.88,0.5325,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,57,0.23431,0.5155,1.0848,1.1414,1.1037,1.066,1.0848,0.9717,34.44,77.9,67.13,5.39,37.07,0.3478,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,58,0.238494,0.5247,1.0866,1.1443,1.1058,1.0673,1.0866,0.9711,31.8,84.55,77.06,5.06,34.96,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,59,0.242678,0.5339,1.0883,1.1472,1.1079,1.0687,1.0883,0.9706,28.39,82.55,134.8,10.21,31.39,0.0,0.0,0.3544,0.0,0.0008,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,60,0.246862,0.5431,1.0901,1.1501,1.1101,1.07,1.0901,0.97,24.5,79.58,97.37,4.6,27.27,0.0,0.0,0.0211,0.0,0.0415,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,61,0.251046,0.5523,1.0918,1.153,1.1122,1.0714,1.0918,0.9694,21.78,76.17,110.71,4.79,21.78,0.0,0.0,0.1402,0.0,0.087,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,62,0.25523,0.5615,1.0936,1.156,1.1144,1.0728,1.0936,0.9688,22.5,72.96,115.03,4.86,24.74,0.0,0.0,0.1791,0.0,0.0471,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,63,0.259414,0.5707,1.0953,1.1589,1.1165,1.0742,1.0953,0.9682,25.37,70.53,109.18,4.85,27.41,0.0,0.0,0.1269,0.0,0.0058,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,64,0.263598,0.5799,1.0971,1.1619,1.1187,1.0755,1.0971,0.9676,29.16,69.31,94.72,5.19,31.1,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,65,0.267782,0.5891,1.0989,1.1648,1.1209,1.0769,1.0989,0.967,33.23,62.16,66.97,5.47,34.6,0.1791,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,66,0.271967,0.5983,1.1007,1.1678,1.123,1.0783,1.1007,0.9664,36.37,58.38,116.91,11.33,37.44,0.6382,0.0,0.1969,0.0,0.0,heatwave|storm
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,67,0.276151,0.6075,1.1025,1.1708,1.1252,1.0797,1.1025,0.9658,37.56,59.12,48.77,5.55,38.69,0.8143,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,68,0.280335,0.6167,1.1042,1.1737,1.1274,1.0811,1.1042,0.9653,36.45,64.42,28.63,5.35,38.0,0.6529,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,69,0.284519,0.6259,1.106,1.1767,1.1296,1.0825,1.106,0.9647,33.46,73.15,26.32,5.0,35.72,0.2152,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,70,0.288703,0.6351,1.1078,1.1797,1.1318,1.0839,1.1078,0.9641,29.66,83.27,41.26,4.53,32.72,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,71,0.292887,0.6444,1.1096,1.1827,1.134,1.0853,1.1096,0.9635,26.33,84.9,61.47,3.98,29.53,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,72,0.297071,0.6536,1.1114,1.1857,1.1362,1.0867,1.1114,0.9629,24.38,85.13,97.37,3.92,27.59,0.0,0.0,0.0214,0.0,0.0099,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,73,0.301255,0.6628,1.1132,1.1887,1.1384,1.0881,1.1132,0.9623,23.6,83.92,167.68,10.97,26.72,0.0,0.0,0.659,0.0,0.069,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,74,0.305439,0.672,1.115,1.1917,1.1406,1.0895,1.115,0.9617,25.88,81.48,115.03,5.58,28.8,0.0,0.0,0.1818,0.0,0.0576,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,75,0.309623,0.6812,1.1169,1.1948,1.1428,1.0909,1.1169,0.961,29.68,78.27,109.18,5.51,32.35,0.0,0.0,0.1289,0.0,0.0211,storm|cold
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,76,0.313808,0.6904,1.1187,1.1978,1.1451,1.0923,1.1187,0.9604,33.31,74.87,94.72,5.5,35.7,0.1963,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,77,0.317992,0.6996,1.1205,1.2008,1.1473,1.0937,1.1205,0.9598,35.8,64.45,66.73,5.6,37.35,0.5697,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,78,0.322176,0.7088,1.1223,1.2039,1.1495,1.0951,1.1223,0.9592,37.0,56.99,59.14,5.53,37.96,0.7518,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,79,0.32636,0.718,1.1242,1.2069,1.1517,1.0966,1.1242,0.9586,36.85,54.31,61.68,5.84,37.59,0.7316,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,80,0.330544,0.7272,1.126,1.21,1.154,1.098,1.126,0.958,35.64,57.08,114.09,10.5,36.61,0.5506,0.0,0.1746,0.0,0.0,heatwave|storm
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,81,0.334728,0.7364,1.1278,1.213,1.1562,1.0994,1.1278,0.9574,33.82,64.63,66.65,4.44,35.39,0.2757,0.0,0.0,0.0,0.0,heatwave
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,82,0.338912,0.7456,1.1297,1.2161,1.1585,1.1008,1.1297,0.9568,31.82,75.13,77.06,3.89,34.23,0.0,0.0,0.0,0.0,0.0,none
"halcyon_hevecam@@halcyon_hevecam@2.9406,9.9102",Sub-Saharan Africa,temperate_mixed,T4,Halcyon Hevecam,,2.9406,9.9102,83,0.343096,0.7548,1.1315,1.2192,1.1607,1.1023,1.1315,0.9562,30.0,78.54,78.59,3.89,32.68,0.0,0.0,0.0,0.0,0.0,none
