day,demand,served,backlog_end,arrivals_qty,produced_qty,shipped_qty,inventory_total,holding_cost_day,transport_cost_day,purchase_cost_day,external_procured_ordered_qty,external_procured_arrived_qty,external_procured_rejected_qty,estimated_source_replenished_qty,supplier_capacity_binding_qty
28,40.0,0.0,459.3843,3181.9378,284.5023,1671.8038,1729288.4491,68346.0459,769.2181,60.3535,0.0,0.0,0.0,25486.3441,0.0
29,47.5,69.12,437.7643,1156.8557,281.907,1894.539,1752366.8979,69226.1932,873.7765,63.8146,0.0,0.0,0.0,25486.3441,0.0
30,47.5,0.0,485.2643,2080.73,280.769,1951.7392,1776338.6466,70163.9401,903.4474,64.5656,0.0,0.0,0.0,25486.3441,0.0
31,47.5,46.08,486.6843,490.7133,281.3567,1917.698,1798702.5441,71041.0435,877.7978,64.3502,0.0,0.0,0.0,25486.3441,0.0
32,47.5,67.3916,466.7928,405.5411,282.4133,1941.0673,1820935.1026,71919.6701,893.7285,64.7116,0.0,0.0,0.0,25486.3441,0.0
33,47.5,63.3467,450.946,257.9541,283.4006,1938.6394,1843027.3148,72798.4859,892.0287,64.7978,0.0,0.0,0.0,25486.3441,0.0
34,47.5,42.6125,455.8335,3446.0033,284.1863,1963.9325,1868302.6796,73786.4216,909.6644,65.1372,0.0,0.0,0.0,25486.3441,0.0
35,47.5,21.7727,481.5608,4006.899,284.7764,1985.9151,1894137.4538,74785.9475,924.9961,65.4217,0.0,0.0,0.0,25486.3441,0.0
36,47.5,83.9734,445.0874,233.0775,285.2098,1920.3053,1916204.9763,75663.7013,879.3813,64.813,0.0,0.0,0.0,25486.3441,0.0
37,47.5,109.3874,383.2,1841.6183,285.5253,1942.1966,1939833.1343,76600.7856,894.6331,65.0664,0.0,0.0,0.0,25486.3441,0.0
38,47.5,65.6636,365.0364,456.9873,285.754,1942.1989,1962120.6093,77478.3942,894.6509,65.0915,0.0,0.0,0.0,25486.3441,0.0
39,47.5,0.0,412.5364,3032.7407,285.9197,1898.4244,1987095.264,78472.0298,864.2086,64.6719,0.0,0.0,0.0,25486.3441,0.0
40,47.5,21.888,438.1484,174.9491,286.0396,1942.2015,2009144.7567,79351.7061,894.6728,65.1227,0.0,0.0,0.0,25486.3441,0.0
41,47.5,21.888,463.7604,662.2349,286.1264,1920.3143,2031704.4205,80227.751,879.452,64.9134,0.0,0.0,0.0,25486.3441,0.0
42,47.5,21.888,489.3724,1896.7167,286.1893,1964.0909,2055453.0277,81164.7528,909.9118,65.358,0.0,0.0,0.0,25486.3441,0.0
43,47.5,21.888,514.9844,1875.7346,286.2347,1985.9793,2079157.8975,82098.7967,925.1427,65.5819,0.0,0.0,0.0,25486.3441,0.0
44,47.5,65.664,496.8204,197.8809,286.2676,1920.3156,2101209.5697,82975.8743,879.4628,64.9288,0.0,0.0,0.0,25486.3441,0.0
45,47.5,65.664,478.6564,502.7293,286.2914,1942.2038,2123543.3138,83855.5474,894.6921,65.1503,0.0,0.0,0.0,25486.3441,0.0
46,47.5,87.552,438.6044,2171.2246,286.3086,1920.3159,2147546.4821,84792.3672,879.466,64.9333,0.0,0.0,0.0,25486.3441,0.0
47,47.5,21.888,464.2164,1856.8833,286.3211,1985.98,2171232.5853,85728.7396,925.1494,65.5913,0.0,0.0,0.0,25486.3441,0.0
48,47.5,0.0,511.7164,1915.92,286.3301,1920.3161,2195068.0221,86664.9198,879.4676,64.9357,0.0,0.0,0.0,25486.3441,0.0
49,47.5,21.888,537.3284,2896.3706,286.3366,1942.2042,2219839.2278,87653.8585,894.6956,65.1553,0.0,0.0,0.0,25486.3441,0.0
50,47.5,87.552,497.2764,1961.3783,286.3413,1942.2042,2243609.782,88587.443,894.696,65.1558,0.0,0.0,0.0,25486.3441,0.0
51,47.5,43.776,501.0004,3484.8665,286.3448,1920.3163,2268970.4037,89578.1649,879.4687,64.9373,0.0,0.0,0.0,25486.3441,0.0
52,47.5,65.664,482.8364,266.4724,286.3472,1964.0923,2291045.1456,90456.1621,909.9239,65.3753,0.0,0.0,0.0,25486.3441,0.0
53,47.5,65.664,464.6724,3488.8477,286.349,1898.4283,2316410.6647,91447.0793,864.2416,64.7189,0.0,0.0,0.0,25486.3441,0.0
54,47.5,21.888,490.2844,4749.9248,286.3503,2007.8683,2342967.038,92497.8759,940.3791,65.8134,0.0,0.0,0.0,25486.3441,0.0
55,47.5,0.0,537.7844,1656.8355,286.3512,1942.2043,2366520.6111,93435.0261,894.6967,65.1569,0.0,0.0,0.0,25486.3441,0.0
56,47.5,43.776,541.5084,3546.4428,286.3519,1942.2043,2391920.0161,94427.684,894.6968,65.1569,0.0,0.0,0.0,25486.3441,0.0
57,47.5,65.664,523.3444,4056.1705,286.3524,1942.2043,2417807.2613,95411.9614,894.6968,65.157,0.0,0.0,0.0,25486.3441,0.0
58,47.5,43.776,527.0684,350.7999,286.3528,1898.4283,2440056.6242,96287.7803,864.2419,64.7193,0.0,0.0,0.0,25486.3441,0.0
59,47.5,43.776,530.7924,3512.1075,286.353,2029.7563,2465330.495,97281.497,955.6068,66.0326,0.0,0.0,0.0,25486.3441,0.0
60,47.5,43.776,534.5164,392.8748,286.3532,1920.3163,2487599.1334,98161.1695,879.4694,64.9382,0.0,0.0,0.0,25486.3441,0.0
61,47.5,0.0,582.0164,2137.0867,286.3533,1942.2043,2511632.9597,99096.1216,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
62,47.5,131.328,498.1884,1722.7378,286.3534,1898.4283,2535166.7091,100032.4788,864.2419,64.7193,0.0,0.0,0.0,25486.3441,0.0
63,47.5,21.888,523.8004,1602.1663,286.3535,1942.2043,2558643.7273,100969.6492,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
64,47.5,21.888,549.4124,1967.2613,286.3536,1964.0923,2582463.0404,101907.0696,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
65,47.5,43.776,553.1364,1265.4049,286.3536,1920.3163,2605604.2091,102787.9898,879.4694,64.9382,0.0,0.0,0.0,25486.3441,0.0
66,47.5,21.888,578.7484,1563.904,286.3536,1964.0923,2629020.165,103722.3122,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
67,47.5,131.328,494.9204,505.4089,286.3536,1942.2043,2651290.9858,104598.9894,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
68,47.5,0.0,542.4204,4652.7231,286.3537,1942.2043,2677840.4488,105652.8926,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
69,47.5,65.664,524.2564,558.3475,286.3537,1964.0923,2700207.0723,106533.4019,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
70,47.5,87.552,484.2044,440.9179,286.3537,1898.4283,2722502.778,107411.0745,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
71,47.5,0.0,531.7044,2131.2302,286.3537,1985.9803,2746485.1481,108347.0509,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
72,47.5,43.776,535.4284,1819.0201,286.3537,1942.2043,2770157.1322,109282.1169,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
73,47.5,21.888,561.0404,257.9252,286.3537,1898.4283,2792335.5093,110160.8017,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
74,47.5,65.664,542.8764,5944.302,286.3537,1964.0923,2820088.0873,111268.9945,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
75,47.5,21.888,568.4884,804.8473,286.3537,1920.3163,2842790.5865,112150.6936,879.4694,64.9382,0.0,0.0,0.0,25486.3441,0.0
76,47.5,21.888,594.1004,421.182,286.3537,1920.3163,2865109.4205,113028.5329,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
77,47.5,21.888,619.7124,1558.6753,286.3537,1920.3163,2888565.7477,113964.8756,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
78,47.5,65.664,601.5484,1676.5909,286.3537,1920.3163,2912096.2145,114901.1015,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
79,47.5,21.888,627.1604,521.6487,286.3537,1985.9803,2934447.1152,115777.8994,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
80,47.5,0.0,674.6604,930.0197,286.3537,1964.0923,2957251.0749,116657.5765,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
81,47.5,21.888,700.2724,1810.8772,286.3537,1920.3163,2980959.604,117594.51,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
82,47.5,21.888,725.8844,1782.459,286.3537,1942.2043,3004616.915,118531.9768,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
83,47.5,153.216,620.1684,4843.4678,286.3537,1964.0923,3031181.1067,119582.7109,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
84,47.5,65.664,602.0044,3669.8638,286.3537,1942.2043,3056682.0464,120579.43,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
85,47.5,21.888,627.6164,3074.6791,286.3537,1920.3163,3081654.3775,121572.9959,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
86,47.5,43.776,631.3404,640.6158,286.3537,1964.0923,3104125.1572,122454.5889,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
87,47.5,21.888,656.9524,3317.9531,286.3537,1942.2043,3129317.9622,123448.1455,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
88,47.5,65.664,638.7884,225.5332,286.3537,1920.3163,3151397.3714,124328.6513,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
89,47.5,43.776,642.5124,2217.7893,286.3537,1942.2043,3175468.1247,125267.3924,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
90,47.5,43.776,646.2364,279.6414,286.3537,1964.0923,3197577.93,126146.7918,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
91,47.5,43.776,649.9604,781.3365,286.3537,1898.4283,3220257.8304,127024.5891,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
92,47.5,21.888,675.5724,3228.7768,286.3537,1942.2043,3245361.4592,128017.1911,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
93,47.5,65.664,657.4084,360.3566,286.3537,1985.9803,3267507.2917,128898.0316,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
94,47.5,0.0,704.9084,6135.0298,286.3537,1985.9803,3295493.4615,130006.4052,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
95,47.5,0.0,752.4084,538.4552,286.3537,1920.3163,3317951.4566,130887.1016,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
96,47.5,87.552,712.3564,810.9297,286.3537,1942.2043,3340571.5743,131770.4962,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
97,47.5,87.552,672.3044,3403.9741,286.3537,1964.0923,3365761.9363,132763.955,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
98,47.5,43.776,676.0284,272.5275,286.3537,1898.4283,3387933.0277,133641.9325,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
99,47.5,109.44,614.0884,482.9852,286.3537,1942.2043,3410203.3128,134521.6708,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
100,47.5,0.0,661.5884,6061.7093,286.3537,1985.9803,3438116.1621,135630.1094,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
101,47.5,0.0,709.0884,1677.5491,286.3537,1898.4283,3461736.0511,136572.2241,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
102,47.5,87.552,669.0364,207.7802,286.3537,1920.3163,3483775.8193,137450.708,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
103,47.5,43.776,672.7604,3950.8082,286.3537,1898.4283,3509625.1915,138446.0366,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
104,47.5,0.0,720.2604,3292.3256,286.3537,1920.3163,3534837.0571,139440.3556,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
105,47.5,21.888,745.8724,465.5856,286.3537,1942.2043,3557177.4946,140319.0468,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
106,47.5,0.0,793.3724,1635.0212,286.3537,1985.9803,3580663.6557,141253.5005,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
107,47.5,65.664,775.2084,1714.482,286.3537,2029.7563,3604118.0137,142188.9736,955.6068,66.0327,0.0,0.0,0.0,25486.3441,0.0
108,47.5,43.776,778.9324,270.1844,286.3537,1920.3163,3626263.962,143069.8187,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
109,47.5,0.0,826.4324,2330.9832,286.3537,1942.2043,3650491.6852,144006.0714,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
110,47.5,131.328,742.6044,1853.8936,286.3537,1920.3163,3674133.7908,144943.295,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
111,47.5,65.664,724.4404,3325.3133,286.3537,1964.0923,3699267.38,145937.5655,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
112,47.5,65.664,706.2764,1805.6076,286.3537,1942.2043,3722904.0635,146874.5722,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
113,47.5,21.888,731.8884,4025.729,286.3537,1920.3163,3748827.4445,147869.0725,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
114,47.5,87.552,691.8364,539.5518,286.3537,1964.0923,3771153.3842,148747.9544,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
115,47.5,21.888,717.4484,1615.3884,286.3537,1964.0923,3794620.8246,149683.9711,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
116,47.5,65.664,699.2844,919.3221,286.3537,1920.3163,3817394.0226,150567.7275,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
117,47.5,87.552,659.2324,2058.2915,286.3537,1942.2043,3841261.5021,151507.8857,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
118,47.5,0.0,706.7324,1907.5339,286.3537,1942.2043,3865065.776,152445.901,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
119,47.5,65.664,688.5684,1887.044,286.3537,1920.3163,3888806.6959,153383.2885,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
120,47.5,0.0,736.0684,3118.399,286.3537,1942.2043,3913821.8349,154378.9012,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
121,47.5,43.776,739.7924,3275.0993,286.3537,1964.0923,3938927.0982,155374.2455,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
122,47.5,65.664,721.6284,3227.6456,286.3537,1942.2043,3963985.8197,156371.6016,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
123,47.5,0.0,769.1284,634.1308,286.3537,1898.4283,3986562.2904,157251.342,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
124,47.5,21.888,794.7404,1994.4895,286.3537,1920.3163,4010454.4319,158192.4664,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
125,47.5,21.888,820.3524,165.0306,286.3537,1964.0923,4032471.5144,159071.2394,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
126,47.5,43.776,824.0764,2226.9849,286.3537,1942.2043,4056551.4633,160011.119,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
127,47.5,87.552,784.0244,692.649,286.3537,1964.0923,4079030.5003,160893.0423,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
128,47.5,0.0,831.5244,384.9106,286.3537,1898.4283,4101357.7508,161771.9767,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
129,47.5,43.776,835.2484,443.7518,286.3537,1964.0923,4123631.6666,162648.7777,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
130,47.5,65.664,817.0844,5041.0947,286.3537,1964.0923,4150481.0372,163698.6635,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
131,47.5,21.888,842.6964,2371.0301,286.3537,1964.0923,4174704.1192,164637.0321,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
132,47.5,0.0,890.1964,3104.1029,286.3537,1898.4283,4199750.5621,165630.4292,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
133,47.5,87.552,850.1444,1695.9335,286.3537,1964.0923,4223232.8836,166564.7292,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
134,47.5,43.776,853.8684,2302.1166,286.3537,1920.3163,4247410.7641,167502.0604,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
135,47.5,109.44,791.9284,5385.4111,286.3537,1920.3163,4274606.2752,168554.3171,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
136,47.5,21.888,817.5404,444.9521,286.3537,1964.0923,4296903.2792,169435.1241,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
137,47.5,0.0,865.0404,1638.7098,286.3537,1964.0923,4320415.9289,170370.252,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
138,47.5,21.888,890.6524,264.9326,286.3537,1964.0923,4342532.9135,171249.9386,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
139,47.5,175.104,763.0484,1070.3531,286.3537,1898.4283,4365370.5025,172130.9609,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
140,47.5,0.0,810.5484,1982.177,286.3537,1942.2043,4389249.4195,173068.8794,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
141,47.5,43.776,814.2724,1668.2617,286.3537,1942.2043,4412770.6452,174007.0475,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
142,47.5,21.888,839.8844,520.9253,286.3537,1964.0923,4435143.6224,174886.6654,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
143,47.5,0.0,887.3844,1926.4009,286.3537,1920.3163,4458989.5632,175823.2649,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
144,47.5,87.552,847.3324,2101.2843,286.3537,1985.9803,4482854.4354,176757.6239,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
145,47.5,21.888,872.9444,3078.5438,286.3537,1964.0923,4507785.0312,177749.0843,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
146,47.5,109.44,811.0044,3237.7259,286.3537,1942.2043,4532810.0571,178741.6247,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
147,47.5,0.0,858.5044,1668.8097,286.3537,1898.4283,4556421.2067,179680.6925,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
148,47.5,65.664,840.3404,2257.1692,286.3537,1964.0923,4580486.6519,180622.6891,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
149,47.5,43.776,844.0644,551.9803,286.3537,1942.2043,4602891.5961,181501.6487,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
150,47.5,21.888,869.6764,3005.8503,286.3537,1920.3163,4627795.0984,182495.4932,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
151,47.5,65.664,851.5124,1624.7532,286.3537,1942.2043,4651250.9275,183428.7336,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
152,47.5,65.664,833.3484,1757.885,286.3537,1920.3163,4674862.6884,184365.1287,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
153,47.5,21.888,858.9604,3278.3006,286.3537,1985.9803,4699970.241,185357.9723,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
154,47.5,0.0,906.4604,493.9029,286.3537,1920.3163,4722383.6839,186236.8866,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
155,47.5,43.776,910.1844,2675.4464,286.3537,1964.0923,4746889.2942,187175.0817,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
156,47.5,153.216,804.4684,360.1592,286.3537,1942.2043,4768992.9774,188054.2362,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
157,47.5,0.0,851.9684,3038.8148,286.3537,1942.2043,4793928.5322,189049.3628,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
158,47.5,43.776,855.6924,559.7082,286.3537,1920.3163,4816364.0043,189928.3876,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
159,47.5,0.0,903.1924,2158.5474,286.3537,1964.0923,4840396.4917,190865.598,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
160,47.5,0.0,950.6924,267.6307,286.3537,1898.4283,4862606.4623,191747.8481,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
161,47.5,109.44,888.7524,2408.0411,286.3537,1920.3163,4886824.6034,192684.0925,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
162,47.5,21.888,914.3644,239.9654,286.3537,1964.0923,4908916.6207,193565.0926,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
163,47.5,43.776,918.0884,1797.778,286.3537,1942.2043,4932567.3626,194502.2764,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
164,47.5,43.776,921.8124,5300.6448,286.3537,1920.3163,4959743.7714,195556.0808,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
165,47.5,21.888,947.4244,577.6368,286.3537,1964.0923,4982173.4601,196438.7275,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
166,47.5,21.888,973.0364,2537.3525,286.3537,1964.0923,5006562.8645,197375.7421,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
167,47.5,21.888,998.6484,2124.2005,286.3537,1985.9803,5030516.317,198315.8714,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
168,47.5,43.776,1002.3724,6087.1805,286.3537,1920.3163,5058479.2614,199422.9308,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
169,47.5,65.664,984.2084,1830.7315,286.3537,1898.4283,5082186.6689,200357.0715,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
170,47.5,21.888,1009.8204,3397.0276,286.3537,1942.2043,5107458.5485,201349.9379,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
171,47.5,109.44,947.8804,2007.8346,286.3537,2007.8683,5131185.283,202287.9342,940.3793,65.8138,0.0,0.0,0.0,25486.3441,0.0
172,47.5,21.888,973.4924,1562.184,286.3537,1898.4283,5154667.9189,203222.2468,864.2419,64.7194,0.0,0.0,0.0,25486.3441,0.0
173,47.5,65.664,955.3284,3245.933,286.3537,1920.3163,5179767.7279,204220.861,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
174,47.5,0.0,1002.8284,575.1603,286.3537,1942.2043,5202239.6281,205101.7283,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
175,47.5,21.888,1028.4404,377.4128,286.3537,1920.3163,5224514.6929,205978.1899,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
176,47.5,87.552,988.3884,616.15,286.3537,1985.9803,5246894.4308,206858.4532,925.1519,65.5949,0.0,0.0,0.0,25486.3441,0.0
177,47.5,0.0,1035.8884,146.4314,286.3537,1920.3163,5268960.4021,207735.7139,879.4694,64.9383,0.0,0.0,0.0,25486.3441,0.0
178,47.5,109.44,973.9484,3417.8364,286.3537,1964.0923,5294142.7385,208731.9343,909.9244,65.376,0.0,0.0,0.0,25486.3441,0.0
179,47.5,21.888,999.5604,299.4889,286.3537,1942.2043,5316317.0794,209610.8326,894.6969,65.1571,0.0,0.0,0.0,25486.3441,0.0
