Utilisateur;Type;Système;Composant;Fournisseur composant;Mode de transport du fournisseur direct;Compagnie de transport;1ére transformation avant réalisation;Risque de défaillance Frs 1ére transformation;Matière 1ére;Transport vers la 1ére transformation - Fonderie;Fournisseur matière 1ére;Transport de mine vers Raffinerie
Safran;Sous-ensemble;Ensemble porte;Alu;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Figeac Aéro (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"Chalco (Chine avec 39 filiales, dont 18 en propriété exclusive et 21 contrôlées)
Hindalco (Inde avec 49 sites de production Amérique du Nord, Europe, Asie)
Rio Tinto (Royaume-Uni avec 24 sites de production Canada, Australie, Nlle Zélande, Islande, Oman
Euralliage ( France)
TATA Steel (Inde - Afrique - Amérique du sud)";
Safran;Sous-ensemble;Ens. Structure fauteuil;A5086 - Aluminium;"SENIOR AEROSPACE(Thailand)*
segnere aero SAS (France)
GATTEFIN SAS (France)
Figeac Aero (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"Alcoa (USA)
Constellium (France/USA)
Austria metall (Autriche)
Hindalco (Inde)
Aluminium Corporation of China (Chine)";
Safran;Sous-ensemble;Manchette acc. Mobile;Alu;"FUCH(s) THAILAND* ??
segnere aero SAS (France)
GATTEFIN (France)
Figeac Aéro (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Euralliage ( France)
Aluminium France (France)
Thyssen group (France)";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Asie, Australie, Chine, Canada) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Aluminium;Train - Camion - Bateau;"Chalco (Chine avec 39 filiales, dont 18 en propriété exclusive et 21 contrôlées)
Hindalco (Inde avec 49 sites de production Amérique du Nord, Europe, Asie)
Rio Tinto (Royaume-Uni avec 24 sites de production Canada, Australie, Nlle Zélande, Islande, Oman
Euralliage ( France)
TATA Steel (Inde - Afrique - Amérique du sud)";
Safran;Sous-ensemble;Brackets set;cables FJKL1-3K1J01-01ATAB_BRACKETS-SET;"JAMMY Inc (USA)*
Tyco Electronic (USA - TE Connectivity)
Racelogic (Angleterre)
General Electric (USA)
Honeywell (USA)
SCHNEIDER (France)
THALES (France)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Cuivre;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
China Baowu (Chine)
TATA Steel (Inde - France)
Nucor Corp (USA)
";
Safran;Sous-ensemble;Ens. Structure fauteuil;acier;"SENIOR AEROSPACE (Thailand)*
MGA (Villeneuve s/ Lot)
Lauak Group (France)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;SFCU (Seat Function Control Unit);Clavier;"E2IP (Montréal)*
SAFRAN  (Filiale SeatNet) (France)
VALEO (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"E2IP --> Apriori monosource --> dangereux
SAFRAN (France) --> multinationale rang 1 des fabricants aéronautique, presence mondiale
Auger a démarcher mais orienté auto --> risque de peu d'intérêt pour avion….
Valeo a démarcher mais orienté auto --> risque de peu d'intérêt pour avion….";Multisourcing ;Keyboard {GLO} Market for APOS U;Train - Camion - Bateau;;Bateau, Pipeline
Safran;Sous-ensemble;Commande actionnement ECU;Commande actionnement ECU;"SAFRAN (France)*
LIEBHERR (Allemagne)*
THALES (France)*";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Aurubis (Allemagne)
Zijin Mining Group (Chine)
Ampco Metal France (France)
Thyssen group (France)";Multisourcing ;Cuivre;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
China Baowu (Chine)
TATA Steel (Inde - France)
Nucor Corp (USA)
";
Safran;Sous-ensemble;Bumper version porte;"Copolymere Lexan FST
SIMAPRO: extrusion et thermoformage";"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
SENIOR AEROSPACE (Thailand)
";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"SIMAPRO (France)*
PLAQUEPLASTIQUE (France)
VESTAL (France)
BFP Cindar (France)
";3 continents, 3 lignes de transports --> Faible;Polycarbonate (plexiglass);Train - Camion - Bateau;"DuPont de Nemours (Delaware - USA)
ELF Atochem (France)
Faberplast (Espagne)
Bayer (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Stowage latéral;cuir;"MGA (Villeneuve s/ Lot)*
ACH (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"La Filière Française du cuir (France)
Maison Fichet (France)
EUREKA SARL DERAYGE SERVICE (France)";Multisourcing ;Cuir;Interne entreprise;"La Filière Française du cuir (France)
Maison Fichet (France)
EUREKA SARL DERAYGE SERVICE (France)";
Safran;Sous-ensemble;Manchette acc. Mobile;cuir;"ACH* (France)
Celso (France)
MGR FOAMTEX (Angleterre)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"La Filière Française du cuir (France)
Maison Fichet (France)
EUREKA SARL DERAYGE SERVICE (France)";Multisourcing ;Cuir;Interne entreprise;"La Filière Française du cuir (France)
Maison Fichet (France)
EUREKA SARL DERAYGE SERVICE (France)";
Safran;Sous-ensemble;Manchette équipée;cuir;"ACH* (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"La Filière Française du cuir (France)
Maison Fichet (France)
EUREKA SARL DERAYGE SERVICE (France)";Multisourcing ;Cuir;Interne entreprise;"La Filière Française du cuir (France)
Maison Fichet (France)
EUREKA SARL DERAYGE SERVICE (France)";
Safran;IFE;Ecran - Screen Display (COTS);Display, liquid crystal, 17 pouces;"SAFRAN (France)*
SONY (Japon)
Continental (Allemagne)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Fourniture Cuivre:
Aurubis (Allemagne)
Zijin Mining Group (Chine)
Ampco Metal France (France)
Thyssen group (France)

Fourniture Cristaux liquides:
Auberon technologie (France)
Innoptec (France)
A Tech Supply APS (Danemark)";Multisourcing ;"Polyamide


Cuivre";Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)
Total (France)";Bateau, Pipeline
Safran;Sous-ensemble;Accoudoir allée;Ertalon;"SUMPAR (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
Bayer (Allemagne)";Multisourcing ;Polyamide;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Stowage latéral;Ertalon;"SUMPAR (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
Bayer (Allemagne)";Multisourcing ;Polyamide;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Structure fauteuil;inox;"SENIOR AEROSPACE(Thailand)*
MGA (Villeneuve s/ Lot)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ensemble porte;Ertalon;"SUMPAR (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
Bayer (Allemagne)";Multisourcing ;Polyamide;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Tablette repas;Ertalon;"SUMPAR (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)
Jamco (Japon)";Camion;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
Bayer (Allemagne)";Multisourcing ;Polyamide;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Stowage assemblé avec porte;Ertalon;"MGA (Villeneuve s/ Lot)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
Bayer (Allemagne)";Multisourcing ;Polyamide;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Structure ottoman horizontale;Ertalon;"JV GROUP (France)*
Plastiservice (Belgique)
BAULE - Exsto Polymère (France)
Plastitek (France)";Camion;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
Bayer (Allemagne)";Multisourcing ;Polyamide;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Brackets set;packaging;"JAMMY Inc (USA)*
Tyco Electronic (USA - TE Connectivity)
General Electric (USA)
Honeywell (USA)
SCHNEIDER (France)
THALES (France)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Brackets set;Transport;"JAMMY Inc (USA)*
Tyco Electronic (USA - TE Connectivity)
General Electric (USA)
Honeywell (USA)
SCHNEIDER (France)
THALES (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Coussin ottoman;FRMC55 (C55 = % de carbone) et FMR = ?;"FRANKLIN (Pologne)*
GATTEFIN (France)
ESPACE (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Coussin têtière;FRMC55 (C55 = % de carbone) et FMR = ?;"FRANKLIN (Pologne)*
GATTEFIN (France)
ESPACE (France)
Celso (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)* --> mais n'est pas extracteur du minerai";
Safran;Sous-ensemble;Ens. Coussin assise;FRMC55 (C55 = % de carbone) et FMR = ?;"FRANKLIN (Pologne)*
ESPACE (France)*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Ens.coussin dossier version têtière;FRMC55 (C55 = % de carbone) et FMR = ?;"FRANKLIN (Pologne)*
ESPACE (France)*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Ens. Coussin dossier;FRMC55 (C55 = % de carbone) et FMR = ?;"FRANKLIN (Pologne)*
ESPACE (France)*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Ens. Stowage latéral;FRMC55 (C55 = % de carbone) et FMR = ?;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Manchette acc. Mobile;FRMC55 (C55 = % de carbone) et FMR = ?;"ACH* (France)
Lauak Group (France)
MGR FOAMTEX (Angleterre)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Manchette équipée;FRMC55 (C55 = % de carbone) et FMR = ?;"ACH* (France)
Lauak Group (France)
MGR FOAMTEX (Angleterre)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Accoudoir allée;inox;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Palette optimisée;inox;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ensemble porte;inox;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
SUMPAR (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Structure fauteuil;GLO: moulage par injection plastique;"SENIOR AEROSPACE(Thailand)*
BAULE - Exsto Polymère (France)
Plastitek (France)
Jamco corp (Japon)";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;Polyamide;Train - Camion - Bateau;"BASF (Allemagne)
Krohne (Allemagne)
Valco Group (France)
BAYER (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Bumper version porte;packaging;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
SENIOR AEROSPACE (Thailand)
Baulé - Exsto polymère (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Ens. Tablette cocktail;inox;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
SUMPAR (France)
Figeac Aéro (France)
Jamco Corp (Japon)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Tablette repas;inox;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
SUMPAR (France)
Lauak Group (France)
Jamco (Japon)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Ens. Têtière;inox;"GATTEFIN (France)*
SUMPAR (France)
Lauak Group (France)
Figeac Aéro (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Stowage assemblé avec porte;inox;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)
Senior Aerospace (Thaïlande)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Support écran;inox;"SAFRAN*
GATTEFIN (France)
Lauak Group (France)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";Multisourcing ;Inox;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)";
Safran;Sous-ensemble;Capot NFC;kydex;"ESPACE (France)*
Baulé - Exsto Polymère (France)
Plastiforme (France)
Plastiservice (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
BAYER (Allemagne)";Bateau, Pipeline
