record_index,system,component,family,path_id,readiness,switch_class,switch_verdict,switch_reason,issue_codes,t4,t4_status,t3,t3_status,t2,t2_status,t1,t1_status,t4_t3_km,t4_t3_modes,t3_t2_km,t3_t2_modes,t2_t1_km,t2_t1_modes,t1_oem_km,t1_oem_modes
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0015,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate_requires_allocation_source,7635.5,ship|truck,1113.4,truck,187.0,internal,646.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0016,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,7635.5,ship|truck,1113.4,truck,117.1,internal,499.6,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0017,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,7635.5,ship|truck,1113.4,truck,9881.2,internal,9564.8,ship|truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0018,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,L&P Aerospace,alternate,7635.5,ship|truck,1113.4,truck,505.3,internal,18.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0019,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,JV Group,alternate_requires_allocation_source,7635.5,ship|truck,1113.4,truck,14.5,internal,477.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0020,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,AMAG Austria Metall,baseline_primary,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,7635.5,ship|truck,1113.4,truck,164.3,internal,654.3,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0021,secondary_candidate_needs_qualification,candidate_requires_allocation_and_qualification,candidate_requires_validation,"The path is a plausible switch candidate, but allocation, qualification and lead time are missing.",baseline_node_is_assumption;inactive_alternate_requires_allocation,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ESPACE,baseline_primary,6898.4,ship|truck,484.0,truck,0.0,internal,490.2,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0022,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,6898.4,ship|truck,484.0,truck,213.0,internal,469.5,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0023,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,alternate_requires_allocation_source,6898.4,ship|truck,484.0,truck,344.7,internal,186.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0024,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_requires_allocation_source,6898.4,ship|truck,484.0,truck,531.7,internal,83.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0025,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate_requires_allocation_source,6898.4,ship|truck,484.0,truck,187.0,internal,646.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0026,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,6898.4,ship|truck,484.0,truck,117.1,internal,499.6,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0027,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,6898.4,ship|truck,484.0,truck,9881.2,internal,9564.8,ship|truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0028,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,L&P Aerospace,alternate,6898.4,ship|truck,484.0,truck,505.3,internal,18.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0029,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,JV Group,alternate_requires_allocation_source,6898.4,ship|truck,484.0,truck,14.5,internal,477.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0030,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,thyssenkrupp Materials France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,6898.4,ship|truck,484.0,truck,164.3,internal,654.3,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0031,secondary_candidate_needs_qualification,candidate_requires_allocation_and_qualification,candidate_requires_validation,"The path is a plausible switch candidate, but allocation, qualification and lead time are missing.",baseline_node_is_assumption;inactive_alternate_requires_allocation,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ESPACE,baseline_primary,6921.2,ship|truck,523.7,truck,0.0,internal,490.2,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0032,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,6921.2,ship|truck,523.7,truck,213.0,internal,469.5,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0033,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,alternate_requires_allocation_source,6921.2,ship|truck,523.7,truck,344.7,internal,186.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0034,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_requires_allocation_source,6921.2,ship|truck,523.7,truck,531.7,internal,83.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0035,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate_requires_allocation_source,6921.2,ship|truck,523.7,truck,187.0,internal,646.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0036,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,6921.2,ship|truck,523.7,truck,117.1,internal,499.6,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0037,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,6921.2,ship|truck,523.7,truck,9881.2,internal,9564.8,ship|truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0038,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,L&P Aerospace,alternate,6921.2,ship|truck,523.7,truck,505.3,internal,18.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0039,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,JV Group,alternate_requires_allocation_source,6921.2,ship|truck,523.7,truck,14.5,internal,477.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0040,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Euralliage Ile de France,alternate_requires_allocation_source,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,6921.2,ship|truck,523.7,truck,164.3,internal,654.3,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0041,secondary_candidate_needs_qualification,candidate_requires_allocation_and_qualification,candidate_requires_validation,"The path is a plausible switch candidate, but allocation, qualification and lead time are missing.",baseline_node_is_assumption;inactive_alternate_requires_allocation,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ESPACE,baseline_primary,7057.7,ship|truck,492.0,truck,0.0,internal,490.2,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0042,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,7057.7,ship|truck,492.0,truck,213.0,internal,469.5,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0043,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ETS Gattefin,alternate_requires_allocation_source,7057.7,ship|truck,492.0,truck,344.7,internal,186.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0044,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,SUMPAR,alternate_requires_allocation_source,7057.7,ship|truck,492.0,truck,531.7,internal,83.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0045,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe Segnere / SEGNERE Ade,alternate_requires_allocation_source,7057.7,ship|truck,492.0,truck,187.0,internal,646.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0046,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,MGA Villeneuve St Lot,alternate_requires_allocation_source,7057.7,ship|truck,492.0,truck,117.1,internal,499.6,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0047,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Senior Aerospace Thailand,alternate_requires_allocation_source,7057.7,ship|truck,492.0,truck,9881.2,internal,9564.8,ship|truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0048,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,L&P Aerospace,alternate,7057.7,ship|truck,492.0,truck,505.3,internal,18.8,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0049,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,JV Group,alternate_requires_allocation_source,7057.7,ship|truck,492.0,truck,14.5,internal,477.9,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0050,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Alcoa,baseline_primary,Aluminium France,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Groupe LAUAK,alternate,7057.7,ship|truck,492.0,truck,164.3,internal,654.3,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0051,secondary_candidate_needs_qualification,candidate_requires_allocation_and_qualification,candidate_requires_validation,"The path is a plausible switch candidate, but allocation, qualification and lead time are missing.",baseline_node_is_assumption;inactive_alternate_requires_allocation,Hindalco Industries,alternate,Constellium,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,ESPACE,baseline_primary,7341.7,ship|truck,318.4,truck,0.0,internal,490.2,truck
1,Ens. Equipements latéraux,A5086 - Aluminium,aluminium,R001-P0052,secondary_candidate_needs_qualification,candidate_requires_t1_t2_pairing,candidate_requires_validation,Internal T2 process is not independent; switch the paired T1/T2 route or replace it with a real external T2.,baseline_node_is_assumption;inactive_alternate_requires_allocation;internal_process_t1_mismatch,Hindalco Industries,alternate,Constellium,alternate,ESPACE - internal machining/forming process,baseline_primary_assumed_internalized_process,Figeac Aero,alternate,7341.7,ship|truck,318.4,truck,213.0,internal,469.5,truck
