month_index,year,month,temp_c,humidity_pct,precip_mm,wind_ms,heat_index_c,heatwave,drought,storm_stress,climate_event
19,2027,7,27.15062761506276,57.0,49.347524157501475,3.2473720558371175,28.11062761506276,0.0,0.0,0.0,aucun
20,2027,8,25.417326065097285,58.33974596215561,44.15338692968835,3.6499999999999995,26.484505742069732,0.0,0.0,0.0,aucun
21,2027,9,20.667364016736407,61.99999999999999,46.42072718600717,4.2,20.667364016736407,0.0,0.0,0.0,aucun
22,2027,10,14.175732217573223,67.0,55.542012935810746,4.75,14.175732217573223,0.0,0.0,0.0,aucun
23,2027,11,7.68410041841004,72.0,69.0732030285057,5.152627944162883,7.68410041841004,0.0,0.0,0.0,aucun
24,2027,12,2.9341383700491623,75.66025403784438,83.3886260061224,5.300000000000001,2.9341383700491623,0.0,0.0,0.0,aucun
25,2028,1,1.200836820083682,77.0,94.65247584249853,5.152627944162883,1.200836820083682,0.0,0.0,0.0,aucun
26,2028,2,2.9508747717227988,75.66025403784438,99.84661307031165,4.75,2.9508747717227988,0.0,0.0,0.0,aucun
27,2028,3,7.7175732217573225,72.0,97.57927281399283,4.2,7.7175732217573225,0.0,0.0,0.0,aucun
28,2028,4,14.225941422594142,67.0,88.45798706418924,3.6500000000000004,14.225941422594142,0.0,0.0,0.0,aucun
29,2028,5,20.734309623430963,62.0,74.9267969714943,3.2473720558371175,20.734309623430963,0.0,0.0,0.0,aucun
30,2028,6,25.50100807346549,58.33974596215561,60.61137399387759,3.1,26.568187750437936,0.0,0.0,0.0,aucun
31,2028,7,27.251046025104603,57.0,49.347524157501475,3.2473720558371175,28.211046025104604,0.0,0.0,0.0,aucun
32,2028,8,25.51774447513913,58.33974596215561,44.15338692968835,3.6499999999999995,26.584924152111576,0.0,0.0,0.0,aucun
33,2028,9,20.767782426778247,61.99999999999999,46.42072718600717,4.2,20.767782426778247,0.0,0.0,0.0,aucun
34,2028,10,14.276150627615065,67.0,55.542012935810746,4.75,14.276150627615065,0.0,0.0,0.0,aucun
35,2028,11,7.784518828451881,72.0,69.0732030285057,5.152627944162883,7.784518828451881,0.0,0.0,0.0,aucun
36,2028,12,3.034556780091003,75.66025403784438,83.3886260061224,5.300000000000001,3.034556780091003,0.0,0.0,0.0,aucun
37,2029,1,1.301255230125523,77.0,94.65247584249853,5.152627944162883,1.301255230125523,0.0,0.0,0.0,aucun
38,2029,2,3.0512931817646396,75.66025403784438,99.84661307031165,4.75,3.0512931817646396,0.0,0.0,0.0,aucun
39,2029,3,7.817991631799163,72.0,97.57927281399283,4.2,7.817991631799163,0.0,0.0,0.0,aucun
40,2029,4,14.326359832635983,67.0,88.45798706418924,3.6500000000000004,14.326359832635983,0.0,0.0,0.0,aucun
41,2029,5,20.834728033472803,62.0,74.9267969714943,3.2473720558371175,20.834728033472803,0.0,0.0,0.0,aucun
42,2029,6,25.60142648350733,58.33974596215561,60.61137399387759,3.1,26.668606160479776,0.0,0.0,0.0,aucun
43,2029,7,32.413807531380755,57.844832635983266,49.347524157501475,3.2473720558371175,33.44139414225942,0.051725941422594346,0.0,0.0,canicule
44,2029,8,30.69389510275419,58.582609248119574,44.15338692968835,3.6499999999999995,31.780503842603757,0.0,0.0,0.0,aucun
45,2029,9,20.868200836820087,61.99999999999999,46.42072718600717,4.2,20.868200836820087,0.0,0.0,0.0,aucun
46,2029,10,14.376569037656905,67.0,55.542012935810746,4.75,14.376569037656905,0.0,0.0,0.0,aucun
47,2029,11,7.884937238493722,72.0,69.0732030285057,5.152627944162883,7.884937238493722,0.0,0.0,0.0,aucun
48,2029,12,3.1349751901328444,75.66025403784438,83.3886260061224,5.300000000000001,3.1349751901328444,0.0,0.0,0.0,aucun
49,2030,1,1.401673640167364,77.0,94.65247584249853,5.152627944162883,1.401673640167364,0.0,0.0,0.0,aucun
50,2030,2,3.151711591806481,75.66025403784438,99.84661307031165,4.75,3.151711591806481,0.0,0.0,0.0,aucun
51,2030,3,7.918410041841004,72.0,97.57927281399283,4.2,7.918410041841004,0.0,0.0,0.0,aucun
52,2030,4,14.426778242677825,67.0,88.45798706418924,3.6500000000000004,14.426778242677825,0.0,0.0,0.0,aucun
53,2030,5,20.935146443514643,62.0,74.9267969714943,3.2473720558371175,20.935146443514643,0.0,0.0,0.0,aucun
54,2030,6,25.70184489354917,58.33974596215561,60.61137399387759,3.1,26.769024570521616,0.0,0.0,0.0,aucun
55,2030,7,27.451882845188283,57.0,49.347524157501475,3.2473720558371175,28.411882845188284,0.0,0.0,0.0,aucun
56,2030,8,25.71858129522281,58.33974596215561,44.15338692968835,3.6499999999999995,26.785760972195256,0.0,0.0,0.0,aucun
57,2030,9,20.968619246861927,61.99999999999999,46.42072718600717,4.2,20.968619246861927,0.0,0.0,0.0,aucun
58,2030,10,13.637891213389123,75.39096234309623,115.67724306133374,10.059811244069879,13.637891213389123,0.0,0.0,0.11196224881397576,tempete / inondation
59,2030,11,7.143748953974894,80.4160669456067,129.38834947202034,11.571461592301079,7.143748953974894,0.0,0.0,0.41429231846021575,tempete / inondation
60,2030,12,3.2353936001746852,75.66025403784438,83.3886260061224,5.300000000000001,3.2353936001746852,0.0,0.0,0.0,aucun
61,2031,1,1.502092050209205,77.0,94.65247584249853,5.152627944162883,1.502092050209205,0.0,0.0,0.0,aucun
62,2031,2,3.2521300018483217,75.66025403784438,99.84661307031165,4.75,3.2521300018483217,0.0,0.0,0.0,aucun
63,2031,3,8.018828451882845,72.0,97.57927281399283,4.2,8.018828451882845,0.0,0.0,0.0,aucun
64,2031,4,14.527196652719665,67.0,88.45798706418924,3.6500000000000004,14.527196652719665,0.0,0.0,0.0,aucun
65,2031,5,21.035564853556487,50.615564853556485,38.24361705517631,3.2473720558371175,21.035564853556487,0.0,0.04384435146443515,0.0,secheresse
66,2031,6,25.802263303591012,46.92367901654892,23.826269391367134,3.1,25.956157624914926,0.0,0.2561409250552397,0.0,secheresse
67,2031,7,27.552301255230127,45.55230125523013,12.460494868798548,3.2473720558371175,27.596485355648536,0.0,0.515671593077518,0.0,secheresse
68,2031,8,25.818999705264652,58.33974596215561,44.15338692968835,3.6499999999999995,26.8861793822371,0.0,0.0,0.0,aucun
69,2031,9,21.06903765690377,61.99999999999999,46.42072718600717,4.2,21.06903765690377,0.0,0.0,0.0,aucun
70,2031,10,14.577405857740587,67.0,55.542012935810746,4.75,14.577405857740587,0.0,0.0,0.0,aucun
71,2031,11,8.085774058577403,72.0,69.0732030285057,5.152627944162883,8.085774058577403,0.0,0.0,0.0,aucun
72,2031,12,3.335812010216526,75.66025403784438,83.3886260061224,5.300000000000001,3.335812010216526,0.0,0.0,0.0,aucun
73,2032,1,1.602510460251046,77.0,94.65247584249853,5.152627944162883,1.602510460251046,0.0,0.0,0.0,aucun
74,2032,2,3.352548411890163,75.66025403784438,99.84661307031165,4.75,3.352548411890163,0.0,0.0,0.0,aucun
75,2032,3,8.119246861924687,72.0,97.57927281399283,4.2,8.119246861924687,0.0,0.0,0.0,aucun
76,2032,4,14.627615062761507,67.0,88.45798706418924,3.6500000000000004,14.627615062761507,0.0,0.0,0.0,aucun
77,2032,5,21.135983263598327,50.23598326359833,37.02052082086668,3.2473720558371175,21.135983263598327,0.0,0.04764016736401672,0.0,secheresse
78,2032,6,25.90268171363285,46.54409742659075,22.603173157057505,3.1,26.02620950776011,0.0,0.28253554299655603,0.0,secheresse
79,2032,7,33.19707112970711,46.291694560669455,11.237398634488919,3.2473720558371175,33.30040669456067,0.149633891213389,0.702254541543097,0.0,canicule + secheresse
80,2032,8,31.47715870108055,58.8567515075338,44.15338692968835,3.6499999999999995,32.58569882168325,0.0,0.0,0.0,aucun
81,2032,9,21.16945606694561,61.99999999999999,46.42072718600717,4.2,21.16945606694561,0.0,0.0,0.0,aucun
82,2032,10,14.677824267782428,67.0,55.542012935810746,4.75,14.677824267782428,0.0,0.0,0.0,aucun
83,2032,11,8.186192468619245,72.0,69.0732030285057,5.152627944162883,8.186192468619245,0.0,0.0,0.0,aucun
84,2032,12,3.4362304202583673,75.66025403784438,83.3886260061224,5.300000000000001,3.4362304202583673,0.0,0.0,0.0,aucun
85,2033,1,1.702928870292887,77.0,94.65247584249853,5.152627944162883,1.702928870292887,0.0,0.0,0.0,aucun
86,2033,2,3.4529668219320038,75.66025403784438,99.84661307031165,4.75,3.4529668219320038,0.0,0.0,0.0,aucun
87,2033,3,8.219665271966527,72.0,97.57927281399283,4.2,8.219665271966527,0.0,0.0,0.0,aucun
88,2033,4,14.728033472803347,67.0,88.45798706418924,3.6500000000000004,14.728033472803347,0.0,0.0,0.0,aucun
89,2033,5,21.236401673640167,62.0,74.9267969714943,3.2473720558371175,21.236401673640167,0.0,0.0,0.0,aucun
90,2033,6,26.00310012367469,58.33974596215561,60.61137399387759,3.1,27.07027980064714,0.0,0.0,0.0,aucun
91,2033,7,27.753138075313807,57.0,49.347524157501475,3.2473720558371175,28.713138075313807,0.0,0.0,0.0,aucun
92,2033,8,26.01983652534833,58.33974596215561,44.15338692968835,3.6499999999999995,27.08701620232078,0.0,0.0,0.0,aucun
93,2033,9,21.26987447698745,61.99999999999999,46.42072718600717,4.2,21.26987447698745,0.0,0.0,0.0,aucun
94,2033,10,14.77824267782427,67.0,55.542012935810746,4.75,14.77824267782427,0.0,0.0,0.0,aucun
95,2033,11,8.286610878661087,72.0,69.0732030285057,5.152627944162883,8.286610878661087,0.0,0.0,0.0,aucun
96,2033,12,3.536648830300208,75.66025403784438,83.3886260061224,5.300000000000001,3.536648830300208,0.0,0.0,0.0,aucun
97,2034,1,1.803347280334728,77.0,94.65247584249853,5.152627944162883,1.803347280334728,0.0,0.0,0.0,aucun
98,2034,2,3.553385231973845,75.66025403784438,99.84661307031165,4.75,3.553385231973845,0.0,0.0,0.0,aucun
99,2034,3,8.320083682008368,72.0,97.57927281399283,4.2,8.320083682008368,0.0,0.0,0.0,aucun
100,2034,4,14.828451882845188,67.0,88.45798706418924,3.6500000000000004,14.828451882845188,0.0,0.0,0.0,aucun
101,2034,5,21.336820083682007,62.0,74.9267969714943,3.2473720558371175,21.336820083682007,0.0,0.0,0.0,aucun
102,2034,6,26.103518533716535,58.33974596215561,60.61137399387759,3.1,27.170698210688982,0.0,0.0,0.0,aucun
103,2034,7,27.85355648535565,57.0,49.347524157501475,3.2473720558371175,28.81355648535565,0.0,0.0,0.0,aucun
104,2034,8,26.120254935390175,58.33974596215561,44.15338692968835,3.6499999999999995,27.187434612362622,0.0,0.0,0.0,aucun
105,2034,9,21.370292887029294,61.99999999999999,46.42072718600717,4.2,21.370292887029294,0.0,0.0,0.0,aucun
106,2034,10,13.919062761506277,76.59598326359833,124.31322632493207,11.333116683400423,13.919062761506277,0.0,0.0,0.36662333668008457,tempete / inondation
107,2034,11,7.424920502092048,81.62108786610878,138.02433273561866,12.844767031631623,7.424920502092048,0.0,0.0,0.6689534063263245,tempete / inondation
108,2034,12,3.6370672403420494,75.66025403784438,83.3886260061224,5.300000000000001,3.6370672403420494,0.0,0.0,0.0,aucun
109,2035,1,1.9037656903765692,77.0,94.65247584249853,5.152627944162883,1.9037656903765692,0.0,0.0,0.0,aucun
110,2035,2,3.653803642015686,75.66025403784438,99.84661307031165,4.75,3.653803642015686,0.0,0.0,0.0,aucun
111,2035,3,8.42050209205021,72.0,97.57927281399283,4.2,8.42050209205021,0.0,0.0,0.0,aucun
112,2035,4,14.92887029288703,67.0,88.45798706418924,3.6500000000000004,14.92887029288703,0.0,0.0,0.0,aucun
113,2035,5,21.43723849372385,62.0,74.9267969714943,3.2473720558371175,21.43723849372385,0.0,0.0,0.0,aucun
114,2035,6,26.203936943758375,58.33974596215561,60.61137399387759,3.1,27.271116620730822,0.0,0.0,0.0,aucun
115,2035,7,33.980334728033476,58.39311715481172,49.347524157501475,3.2473720558371175,35.051784100418416,0.24754184100418453,0.0,0.0,canicule
116,2035,8,32.26042229940691,59.13089376694803,44.15338692968835,3.6499999999999995,33.390893800762754,0.03255278742586398,0.0,0.0,canicule
117,2035,9,21.470711297071134,61.99999999999999,46.42072718600717,4.2,21.470711297071134,0.0,0.0,0.0,aucun
118,2035,10,14.979079497907952,67.0,55.542012935810746,4.75,14.979079497907952,0.0,0.0,0.0,aucun
119,2035,11,8.487447698744768,72.0,69.0732030285057,5.152627944162883,8.487447698744768,0.0,0.0,0.0,aucun
120,2035,12,3.7374856503838902,75.66025403784438,83.3886260061224,5.300000000000001,3.7374856503838902,0.0,0.0,0.0,aucun
121,2036,1,1.2711297071129706,84.3305439330544,147.18804069605503,12.470767434156908,1.2711297071129706,0.0,0.0,0.5941534868313816,tempete / inondation
122,2036,2,3.019058872141209,83.01188583700757,152.5333076309811,12.50595331340736,3.019058872141209,0.0,0.0,0.601190662681472,tempete / inondation
123,2036,3,8.52092050209205,72.0,97.57927281399283,4.2,8.52092050209205,0.0,0.0,0.0,aucun
124,2036,4,15.02928870292887,67.0,88.45798706418924,3.6500000000000004,15.02928870292887,0.0,0.0,0.0,aucun
125,2036,5,21.53765690376569,48.717656903765686,32.12813588362819,3.2473720558371175,21.53765690376569,0.0,0.09310358578600478,0.0,secheresse
126,2036,6,26.304355353800215,45.025771066758125,17.710788219819015,3.1,26.306417039140864,0.0,0.3913651689165202,0.0,secheresse
127,2036,7,28.05439330543933,43.65439330543933,6.34501369725043,3.2473720558371175,28.05439330543933,0.0,0.6726136167292339,0.0,secheresse
128,2036,8,26.321091755473855,58.33974596215561,44.15338692968835,3.6499999999999995,27.388271432446302,0.0,0.0,0.0,aucun
129,2036,9,21.571129707112974,61.99999999999999,46.42072718600717,4.2,21.571129707112974,0.0,0.0,0.0,aucun
130,2036,10,15.079497907949794,67.0,55.542012935810746,4.75,15.079497907949794,0.0,0.0,0.0,aucun
131,2036,11,8.58786610878661,72.0,69.0732030285057,5.152627944162883,8.58786610878661,0.0,0.0,0.0,aucun
132,2036,12,3.837904060425731,75.66025403784438,83.3886260061224,5.300000000000001,3.837904060425731,0.0,0.0,0.0,aucun
133,2037,1,1.3462426778242675,84.58359832635983,149.00159718141066,12.73816157641632,1.3462426778242675,0.0,0.0,0.6476323152832641,tempete / inondation
134,2037,2,3.094171842852506,83.264940230313,154.34686411633675,12.773347455666773,3.094171842852506,0.0,0.0,0.6546694911333546,tempete / inondation
135,2037,3,8.621338912133892,72.0,97.57927281399283,4.2,8.621338912133892,0.0,0.0,0.0,aucun
136,2037,4,15.129707112970712,67.0,88.45798706418924,3.6500000000000004,15.129707112970712,0.0,0.0,0.0,aucun
137,2037,5,21.63807531380753,48.33807531380753,30.90503964931856,3.2473720558371175,21.63807531380753,0.0,0.11668478194647741,0.0,secheresse
138,2037,6,26.404773763842055,44.64618947679996,16.487691985509386,3.1,26.404773763842055,0.0,0.41938536393518633,0.0,secheresse
139,2037,7,28.15481171548117,43.27481171548117,5.121917462940807,3.2473720558371175,28.15481171548117,0.0,0.7049773677059868,0.0,secheresse
140,2037,8,26.4215101655157,58.33974596215561,44.15338692968835,3.6499999999999995,27.488689842488146,0.0,0.0,0.0,aucun
141,2037,9,21.671548117154813,61.99999999999999,46.42072718600717,4.2,21.671548117154813,0.0,0.0,0.0,aucun
142,2037,10,15.179916317991633,67.0,55.542012935810746,4.75,15.179916317991633,0.0,0.0,0.0,aucun
143,2037,11,8.68828451882845,72.0,69.0732030285057,5.152627944162883,8.68828451882845,0.0,0.0,0.0,aucun
144,2037,12,3.938322470467572,75.66025403784438,83.3886260061224,5.300000000000001,3.938322470467572,0.0,0.0,0.0,aucun
145,2038,1,2.205020920502092,77.0,94.65247584249853,5.152627944162883,2.205020920502092,0.0,0.0,0.0,aucun
146,2038,2,3.9550588721412088,75.66025403784438,99.84661307031165,4.75,3.9550588721412088,0.0,0.0,0.0,aucun
147,2038,3,8.721757322175732,72.0,97.57927281399283,4.2,8.721757322175732,0.0,0.0,0.0,aucun
148,2038,4,15.230125523012552,67.0,88.45798706418924,3.6500000000000004,15.230125523012552,0.0,0.0,0.0,aucun
149,2038,5,21.738493723849373,62.0,74.9267969714943,3.2473720558371175,21.738493723849373,0.0,0.0,0.0,aucun
150,2038,6,26.5051921738839,58.33974596215561,60.61137399387759,3.1,27.572371850856346,0.0,0.0,0.0,aucun
151,2038,7,34.76359832635983,58.66725941422594,49.347524157501475,3.2473720558371175,35.85697907949791,0.3454497907949792,0.0,0.0,canicule
152,2038,8,33.04368589773327,59.405036026362254,44.15338692968835,3.6499999999999995,34.19608877984225,0.13046073721665863,0.0,0.0,canicule
153,2038,9,21.771966527196657,61.99999999999999,46.42072718600717,4.2,21.771966527196657,0.0,0.0,0.0,aucun
154,2038,10,14.200234309623433,77.80100418410042,132.9492095885304,12.606422122730967,14.200234309623433,0.0,0.0,0.6212844245461934,tempete / inondation
155,2038,11,7.706092050209204,82.82610878661087,146.660315999217,14.118072470962167,7.706092050209204,0.0,0.0,0.9236144941924334,tempete / inondation
156,2038,12,4.038740880509414,75.66025403784438,83.3886260061224,5.300000000000001,4.038740880509414,0.0,0.0,0.0,aucun
157,2039,1,2.3054393305439334,77.0,94.65247584249853,5.152627944162883,2.3054393305439334,0.0,0.0,0.0,aucun
158,2039,2,4.05547728218305,75.66025403784438,99.84661307031165,4.75,4.05547728218305,0.0,0.0,0.0,aucun
159,2039,3,8.822175732217573,72.0,97.57927281399283,4.2,8.822175732217573,0.0,0.0,0.0,aucun
160,2039,4,15.330543933054393,67.0,88.45798706418924,3.6500000000000004,15.330543933054393,0.0,0.0,0.0,aucun
161,2039,5,21.838912133891213,62.0,74.9267969714943,3.2473720558371175,21.838912133891213,0.0,0.0,0.0,aucun
162,2039,6,26.60561058392574,58.33974596215561,60.61137399387759,3.1,27.672790260898186,0.0,0.0,0.0,aucun
163,2039,7,35.02468619246862,58.758640167364014,49.347524157501475,3.2473720558371175,36.12537740585774,0.3780857740585777,0.0,0.0,canicule
164,2039,8,33.30477376384206,59.49641677950033,44.15338692968835,3.6499999999999995,34.464487106202085,0.16309672048025714,0.0,0.0,canicule
165,2039,9,21.872384937238497,61.99999999999999,46.42072718600717,4.2,21.872384937238497,0.0,0.0,0.0,aucun
166,2039,10,14.27052719665272,78.10225941422594,135.10820540443,12.924748482563604,14.27052719665272,0.0,0.0,0.6849496965127209,tempete / inondation
167,2039,11,7.7763849372384914,83.12736401673641,148.81931181511658,14.436398830794802,7.7763849372384914,0.0,0.0,0.9872797661589605,tempete / inondation
168,2039,12,4.139159290551254,75.66025403784438,83.3886260061224,5.300000000000001,4.139159290551254,0.0,0.0,0.0,aucun
169,2040,1,2.405857740585774,77.0,94.65247584249853,5.152627944162883,2.405857740585774,0.0,0.0,0.0,aucun
170,2040,2,4.155895692224891,75.66025403784438,99.84661307031165,4.75,4.155895692224891,0.0,0.0,0.0,aucun
171,2040,3,8.922594142259413,72.0,97.57927281399283,4.2,8.922594142259413,0.0,0.0,0.0,aucun
172,2040,4,15.430962343096235,67.0,88.45798706418924,3.6500000000000004,15.430962343096235,0.0,0.0,0.0,aucun
173,2040,5,21.939330543933053,62.0,74.9267969714943,3.2473720558371175,21.939330543933053,0.0,0.0,0.0,aucun
174,2040,6,34.532807236645404,59.9262284949815,60.61137399387759,3.1,35.726905516243924,0.31660090458067547,0.0,0.0,canicule
175,2040,7,36.29456066945607,59.203096234309626,49.347524157501475,3.2473720558371175,37.430808368200836,0.5368200836820085,0.0,0.0,canicule
176,2040,8,34.572974600662135,59.940287072387356,44.15338692968835,3.6499999999999995,35.768197566453125,0.32162182508276693,0.0,0.0,canicule
177,2040,9,21.972803347280337,61.99999999999999,46.42072718600717,4.2,21.972803347280337,0.0,0.0,0.0,aucun
178,2040,10,14.340820083682011,78.40351464435146,137.26720122032958,13.24307484239624,14.340820083682011,0.0,0.0,0.748614968479248,tempete / inondation
179,2040,11,7.846677824267781,83.42861924686193,150.97830763101615,14.754725190627436,7.846677824267781,0.0,0.0,1.0509450381254872,tempete / inondation
180,2040,12,4.239577700593095,75.66025403784438,83.3886260061224,5.300000000000001,4.239577700593095,0.0,0.0,0.0,aucun
181,2041,1,1.6466945606694559,85.5958158995816,156.25582312283325,13.807738145453978,1.6466945606694559,0.0,0.0,0.8615476290907956,tempete / inondation
182,2041,2,3.394623725697694,84.27715780353476,161.60109005775934,13.842924024704429,3.394623725697694,0.0,0.0,0.8685848049408857,tempete / inondation
183,2041,3,9.023012552301255,72.0,97.57927281399283,4.2,9.023012552301255,0.0,0.0,0.0,aucun
184,2041,4,15.531380753138075,67.0,88.45798706418924,3.6500000000000004,15.531380753138075,0.0,0.0,0.0,aucun
185,2041,5,22.039748953974897,46.819748953974894,26.01265471208007,3.2473720558371175,22.039748953974897,0.0,0.21100956658836756,0.0,secheresse
186,2041,6,34.77381142074582,44.79869711422836,11.595307048270897,3.1,34.77381142074582,0.3467264275932278,0.7542673552311606,0.0,canicule + secheresse
187,2041,7,36.53556485355649,44.04393305439331,0.22953252570231086,3.2473720558371175,36.53556485355649,0.5669456066945608,1.1028097128177636,0.0,canicule + secheresse
188,2041,8,34.81397878476256,60.02463853682251,44.15338692968835,3.6499999999999995,36.015949867708365,0.35174734809532016,0.0,0.0,canicule
189,2041,9,22.07322175732218,61.99999999999999,46.42072718600717,4.2,22.07322175732218,0.0,0.0,0.0,aucun
190,2041,10,14.411112970711297,78.704769874477,139.42619703622915,13.561401202228875,14.411112970711297,0.0,0.0,0.8122802404457751,tempete / inondation
191,2041,11,7.916970711297068,83.72987447698745,153.13730344691572,15.073051550460072,7.916970711297068,0.0,0.0,1.1146103100920144,tempete / inondation
192,2041,12,4.339996110634936,75.66025403784438,83.3886260061224,5.300000000000001,4.339996110634936,0.0,0.0,0.0,aucun
193,2042,1,1.7218075313807528,85.84887029288703,158.0693796081889,14.07513228771339,1.7218075313807528,0.0,0.0,0.9150264575426782,tempete / inondation
194,2042,2,3.469736696408992,84.5302121968402,163.414646543115,14.110318166963843,3.469736696408992,0.0,0.0,0.9220636333927686,tempete / inondation
195,2042,3,9.123430962343097,72.0,97.57927281399283,4.2,9.123430962343097,0.0,0.0,0.0,aucun
196,2042,4,15.631799163179917,50.72845188284519,36.027443131134845,3.6500000000000004,15.631799163179917,0.0,0.042715481171548074,0.0,secheresse
197,2042,5,22.140167364016737,45.70962343096234,22.435583582372956,3.2473720558371175,22.140167364016737,0.0,0.2799752077402259,0.0,secheresse
198,2042,6,35.01481560484624,43.785726402931296,8.059491148689311,3.1,35.01481560484624,0.37685195060578014,0.8750988786562955,0.0,canicule + secheresse
199,2042,7,36.776569037656905,43.04376569037657,0.0,3.2473720558371175,36.776569037656905,0.5970711297071132,1.1195623430962343,0.0,canicule + secheresse
200,2042,8,35.05498296886297,60.10899000125765,44.15338692968835,3.6499999999999995,36.26370216896358,0.3818728711078716,0.0,0.0,canicule
201,2042,9,22.17364016736402,61.99999999999999,46.42072718600717,4.2,22.17364016736402,0.0,0.0,0.0,aucun
202,2042,10,14.481405857740587,79.00602510460251,141.58519285212873,13.879727562061511,14.481405857740587,0.0,0.0,0.8759455124123022,tempete / inondation
203,2042,11,7.987263598326358,84.03112970711297,155.29629926281532,15.39137791029271,7.987263598326358,0.0,0.0,1.1782755820585422,tempete / inondation
204,2042,12,4.440414520676777,75.66025403784438,83.3886260061224,5.300000000000001,4.440414520676777,0.0,0.0,0.0,aucun
205,2043,1,1.7969205020920502,86.10192468619246,159.88293609354457,14.342526429972807,1.7969205020920502,0.0,0.0,0.9685052859945614,tempete / inondation
206,2043,2,3.544849667120288,84.78326659014564,165.22820302847066,14.37771230922326,3.544849667120288,0.0,0.0,0.9755424618446519,tempete / inondation
207,2043,3,9.223849372384937,72.0,97.57927281399283,4.2,9.223849372384937,0.0,0.0,0.0,aucun
208,2043,4,15.732217573221757,50.502510460251045,35.2994096583315,3.6500000000000004,15.732217573221757,0.0,0.04497489539748955,0.0,secheresse
209,2043,5,22.240585774058577,45.483682008368206,21.707550109569617,3.2473720558371175,22.240585774058577,0.0,0.2940116340262212,0.0,secheresse
210,2043,6,35.25581978894666,43.6441364447723,7.331457675885964,3.1,35.25581978894666,0.4069774736183325,0.8979275274379839,0.0,canicule + secheresse
211,2043,7,37.01757322175732,42.90217573221757,0.0,3.2473720558371175,37.01757322175732,0.6271966527196646,1.1209782426778243,0.0,canicule + secheresse
212,2043,8,35.29598715296339,60.1933414656928,44.15338692968835,3.6499999999999995,36.511454470218816,0.41199839412042394,0.0,0.0,canicule
213,2043,9,22.27405857740586,61.99999999999999,46.42072718600717,4.2,22.27405857740586,0.0,0.0,0.0,aucun
214,2043,10,14.551698744769876,79.30728033472803,143.7441886680283,14.198053921894145,14.551698744769876,0.0,0.0,0.939610784378829,tempete / inondation
215,2043,11,8.057556485355647,84.33238493723849,157.4552950787149,15.709704270125346,8.057556485355647,0.0,0.0,1.2419408540250694,tempete / inondation
216,2043,12,4.540832930718619,75.66025403784438,83.3886260061224,5.300000000000001,4.540832930718619,0.0,0.0,0.0,aucun
217,2044,1,1.8720334728033476,86.35497907949791,161.69649257890023,14.609920572232223,1.8720334728033476,0.0,0.0,1.0219841144464445,tempete / inondation
218,2044,2,3.619962637831586,85.03632098345108,167.0417595138263,14.645106451482672,3.619962637831586,0.0,0.0,1.0290212902965343,tempete / inondation
219,2044,3,9.324267782426778,72.0,97.57927281399283,4.2,9.324267782426778,0.0,0.0,0.0,aucun
220,2044,4,15.832635983263598,50.276569037656905,34.57137618552815,3.6500000000000004,15.832635983263598,0.0,0.04723430962343094,0.0,secheresse
